District Code,District,School,School Code,School Type,Title I Status,Level,Latitude,Longitude
115,Christian County,Christian County Middle School,115035,A1,Title 1 Eligible - Schoolwide School,MS,36.877189,-87.491835
115,Christian County,Crofton Elementary School,115040,A1,Title 1 Eligible - Schoolwide School,ES,37.03573286,-87.48424698
115,Christian County,North Drive Middle School,115045,,,MS,,
115,Christian County,Hopkinsville High School,115050,A1,Title 1 Eligible - Schoolwide School,HS,36.84124934,-87.50618056
115,Christian County,Indian Hills Elementary School,115055,A1,Title 1 Eligible - Schoolwide School,ES,36.85406607,-87.51637439
115,Christian County,Hopkinsville Middle School,115058,A1,Title 1 Eligible - Schoolwide School,MS,36.842617,-87.507736
115,Christian County,Bluegrass Learning Academy,115100,A5,Not a Title 1 School,HS,36.818325,-87.503248
115,Christian County,Holiday Elementary School,115105,,,ES,,
115,Christian County,Lacy Elementary School,115110,,,ES,,
115,Christian County,Millbrooke Elementary School,115125,A1,Title 1 Eligible - Schoolwide School,ES,36.84921638,-87.52819792
115,Christian County,Pembroke Elementary School,115130,A1,Title 1 Eligible - Schoolwide School,ES,36.76367163,-87.37041989
115,Christian County,Sinking Fork Elementary School,115150,A1,Title 1 Eligible - Schoolwide School,ES,36.90194847,-87.55606648
115,Christian County,South Christian Elementary School,115170,A1,Title 1 Eligible - Schoolwide School,ES,36.726172,-87.55819403
115,Christian County,Christian County Day Treatment,115180,A6,Not a Title 1 School,HS,36.878797,-87.489012
115,Christian County,Gateway Academy to Innovation & Tech.,115975,A2,Not a Title 1 School,HS,36.878712,-87.486918
121,Clark County,Willis H. Justice Elementary School,121002,A1,Title 1 Eligible - Schoolwide School,ES,38.005278,-84.168922
121,Clark County,Strode Station Elementary School,121004,A1,Title 1 Eligible - Schoolwide School,ES,38.00160134,-84.22228055
121,Clark County,Shearer Elementary School,121006,A1,Title 1 Eligible - Schoolwide School,ES,37.98989972,-84.1704254
121,Clark County,William G. Conkwright Elementary,121008,A1,Title 1 Eligible - Schoolwide School,ES,38.00564796,-84.16747843
121,Clark County,Phoenix Academy,121013,A6,Not a Title 1 School,HS,37.977147,-84.194225
121,Clark County,Central Elementary School,121020,,,ES,,
121,Clark County,Robert D. Campbell Jr. High,121023,A1,Title 1 Eligible - Schoolwide School,MS,37.97923276,-84.19330751
121,Clark County,Rev. Henry E. Baker Sr. Interm. School,121026,A1,Title I Eligible - Schoolwide School,MS,38.002886373,-84.219262528
121,Clark County,Rev. Henry E. Baker Sr. Interm. School,121026,A1,Title 1 Eligible - Schoolwide School,ES,38.00288637,-84.21926253
121,Clark County,George Rogers Clark High School,121030,A1,Title 1 Eligible - Schoolwide School,HS,37.961388,-84.213835
121,Clark County,Conkwright Middle School,121035,,,MS,,
121,Clark County,Fannie Bush Elementary,121040,,,ES,,
121,Clark County,Hannah McClure Elementary,121050,,,ES,,
121,Clark County,Willis H. Justice Elementary School,121060,A1,,ES,,
121,Clark County,Clark Middle School,121070,,,MS,,
121,Clark County,Pilot View Elementary School,121080,,,ES,,
121,Clark County,Providence Elementary,121090,,,ES,,
121,Clark County,Shearer Elementary School,121095,,,ES,,
121,Clark County,Trapp Elementary School,121100,,,ES,,
121,Clark County,Strode Station Elementary,121120,,,ES,,
125,Clay County,Big Creek Elementary,125040,A1,Title 1 Eligible - Schoolwide School,ES,37.169863,-83.583929
125,Clay County,Horse Creek Learning Center,125041,A5,Not a Title 1 School,HS,37.137209,-83.766872
125,Clay County,Burning Springs Elementary,125070,A1,Title 1 Eligible - Schoolwide School,ES,37.271175,-83.651475
125,Clay County,Clay County Middle School,125095,A1,Title 1 Eligible - Schoolwide School,MS,37.157982,-83.765682
125,Clay County,Clay County High School,125100,A1,Title 1 Eligible - No Program,HS,37.180037,-83.766086
125,Clay County,Goose Rock Elementary,125200,A1,Title 1 Eligible - Schoolwide School,ES,37.081952,-83.693755
125,Clay County,Hacker Elementary School,125220,A1,Title 1 Eligible - Schoolwide School,ES,37.160561,-83.818146
125,Clay County,Manchester Elementary School,125500,A1,Title 1 Eligible - Schoolwide School,ES,37.177411,-83.771188
125,Clay County,Oneida Elementary School,125570,A1,Title 1 Eligible - Schoolwide School,ES,37.271175,-83.651475
125,Clay County,Paces Creek Elementary,125580,A1,Title 1 Eligible - Schoolwide School,ES,37.133448,-83.75681
131,Clinton County,Albany Elementary School,131015,A1,Title 1 Eligible - Schoolwide School,ES,36.699071,-85.141888
131,Clinton County,Foothills Academy,131016,A6,Not a Title 1 School,HS,36.75083382,-85.20903597
131,Clinton County,Clinton County Early Childhood Center,131020,A1,Title 1 Eligible - Schoolwide School,ES,36.710371,-85.135511
131,Clinton County,Clinton County Middle School,131045,A1,Title 1 Eligible - Schoolwide School,MS,36.717067,-85.138726
131,Clinton County,Clinton County High School,131050,A1,Title 1 Eligible - Schoolwide School,HS,36.709286,-85.133032
132,Cloverport Independent,Frederick Fraize High School,132010,A1,Not a Title I School,HS,37.834009,-86.632297
132,Cloverport Independent,William H Natcher Elementary School,132020,A1,Title I Eligible - Schoolwide School,ES,37.834009,-86.632297
132,Cloverport Independent,Frederick Fraize Middle School,132025,A1,Not a Title I School,MS,37.834009,-86.632297
132,Cloverport Independent,Cloverport Independent School,132030,,,ES,,
132,Cloverport Independent,Cloverport Independent School,132030,,,MS,,
132,Cloverport Independent,Cloverport Independent School,132030,A1,Title 1 Eligible - Schoolwide School,HS,37.834012,-86.632385
133,Corbin Independent,Corbin Educational Center,133012,A6,Not a Title 1 School,HS,36.940675,-84.094207
133,Corbin Independent,Corbin Preschool,133016,A4,Not a Title 1 School,,36.953332,-84.087096
133,Corbin Independent,Corbin Elementary,133017,A1,Title I Eligible - Schoolwide School,ES,36.941381,-84.098087
133,Corbin Independent,Corbin Intermediate,133018,A1,Title I Eligible - Schoolwide School,MS,36.933519,-84.096008
133,Corbin Independent,Corbin Intermediate,133018,A1,Title I Eligible - Schoolwide School,ES,36.933519,-84.096008
133,Corbin Independent,CORBIN ELEMENTARY SCHOOL,133019,A1,Title 1 Eligible - Schoolwide School,ES,36.94251,-84.096217
133,Corbin Independent,Corbin High School,133040,A1,Title 1 Eligible - Schoolwide School,HS,36.930892,-84.094569
133,Corbin Independent,Corbin Middle School,133050,A1,Title 1 Eligible - Schoolwide School,MS,36.951149,-84.084909
133,Corbin Independent,Corbin Primary,133070,A1,Title 1 Eligible - Schoolwide School,ES,36.926935,-84.148465
133,Corbin Independent,Corbin School of Innovation,133100,A5,Not a Title 1 School,HS,36.916264,-84.12192
134,Covington Independent,Covington Adult High School,134011,A5,Not a Title 1 School,HS,39.06160618,-84.49956373
134,Covington Independent,Transformational Learning Center,134013,A5,Not a Title 1 School,HS,39.08592734,-84.53924312
134,Covington Independent,Holmes Middle School,134017,A1,Title 1 Eligible - Schoolwide School,MS,39.061325,-84.501847
134,Covington Independent,Holmes High School,134019,A1,Title 1 Eligible - Schoolwide School,HS,39.062011,-84.500286
134,Covington Independent,John G Carlisle Elementary,134110,A1,Title 1 Eligible - Schoolwide School,ES,39.080794,-84.514054
134,Covington Independent,Latonia Elementary School,134115,A1,Title 1 Eligible - Schoolwide School,ES,39.044095,-84.498031
134,Covington Independent,Ninth District Elementary,134150,A1,Title 1 Eligible - Schoolwide School,ES,39.052306,-84.509323
134,Covington Independent,Glenn O Swing Elementary,134160,A1,Title 1 Eligible - Schoolwide School,ES,39.065092,-84.512611
134,Covington Independent,Sixth District Elementary School,134170,A1,Title 1 Eligible - Schoolwide School,ES,39.069293,-84.500094
134,Covington Independent,Chapman Vocational Education Center,134906,A2,Not a Title 1 School,HS,39.06154823,-84.50168046
135,Crittenden County,Crittenden County High School,135020,A1,Title 1 Eligible - Schoolwide School,HS,37.330325,-88.090782
135,Crittenden County,Pathway Academy High School,135022,A5,Not a Title 1 School,HS,37.331671,-88.094433
135,Crittenden County,Crittenden County Middle School,135025,A1,Title 1 Eligible - Schoolwide School,MS,37.330056,-88.091461
135,Crittenden County,Crittenden County Elementary School,135100,A1,Title 1 Eligible - Schoolwide School,ES,37.316342,-88.0965
141,Cumberland County,Cumberland County Elementary School,141070,A1,Title 1 Eligible - Schoolwide School,ES,36.794535,-85.369008
141,Cumberland County,Cumberland County Middle School,141075,A1,Title 1 Eligible - Schoolwide School,MS,36.798594,-85.36147
141,Cumberland County,Cumberland County High School,141080,A1,Title 1 Eligible - Schoolwide School,HS,36.79946,-85.362635
143,Danville Independent,Mary G. Hogsett Primary School,143003,A1,Title 1 Eligible - Schoolwide School,ES,37.645146,-84.764717
143,Danville Independent,John W. Bate Middle School,143005,A1,Title 1 Eligible - Schoolwide School,MS,37.641868,-84.76499
143,Danville Independent,Edna L. Toliver Intermediate School,143010,A1,Title 1 Eligible - Schoolwide School,ES,37.647794,-84.783062
143,Danville Independent,Anchor Academy,143015,A5,Not a Title 1 School,HS,37.64966,-84.768064
143,Danville Independent,Danville High School,143030,A1,Title 1 Eligible - No Program,HS,37.649249,-84.766958
143,Danville Independent,Hogsett Elementary School,143040,,,ES,,
143,Danville Independent,Toliver Elementary School,143060,,,ES,,
143,Danville Independent,Jennie Rogers Elementary School,143110,,,ES,,
143,Danville Independent,Sunrise Academy,143350,A6,Not a Title 1 School,HS,37.65267947,-84.78949602
145,Daviess County,Apollo High School,145005,A1,Title 1 Eligible - No Program,HS,37.731011,-87.143686
145,Daviess County,Meadow Lands Elementary School,145006,A1,Title 1 Eligible - Schoolwide School,ES,37.770328,-87.057066
145,Daviess County,East View Elementary School,145007,A1,Title 1 Eligible - Schoolwide School,ES,37.80888,-87.019151
145,Daviess County,F T Burns Middle School,145008,A1,Title 1 Eligible - No Program,MS,37.726032,-87.132717
145,Daviess County,Daviess County High School,145010,A1,Title 1 Eligible - No Program,HS,37.72959,-87.085038
145,Daviess County,Southern Oaks Elementary School,145011,A1,Title 1 Eligible - Schoolwide School,ES,37.668823,-87.126314
145,Daviess County,The Center for Academic Improvement,145015,A5,Not a Title 1 School,HS,37.737646,-87.143668
145,Daviess County,Daviess County Middle School,145020,A1,Title 1 Eligible - No Program,MS,37.775593,-87.095155
145,Daviess County,Highland Elementary School,145025,A1,Title 1 Eligible - Schoolwide School,ES,37.758319,-87.065818
145,Daviess County,Deer Park Elementary School,145040,A1,Title 1 Eligible - Schoolwide School,ES,37.716452,-87.07696
145,Daviess County,Sorgho Elementary School,145070,A1,Title 1 Eligible - Schoolwide School,ES,37.753098,-87.192498
145,Daviess County,Audubon Elementary School,145085,A1,Title 1 Eligible - Schoolwide School,ES,37.776332,-87.173957
145,Daviess County,Tamarack Elementary School,145095,A1,Title 1 Eligible - Schoolwide School,ES,37.735776,-87.132107
145,Daviess County,West Louisville Elementary School,145130,A1,Title 1 Eligible - Schoolwide School,ES,37.68564,-87.337581
145,Daviess County,Whitesville Elementary School,145140,A1,Title 1 Eligible - Schoolwide School,ES,37.682245,-86.884888
145,Daviess County,F T Burns Elementary School,145145,A1,Title 1 Eligible - Schoolwide School,ES,37.727008,-87.131938
145,Daviess County,Country Heights Elementary School,145150,A1,Title 1 Eligible - Schoolwide School,ES,37.741794,-87.026235
145,Daviess County,College View Middle School,145155,A1,Title 1 Eligible - No Program,MS,37.713929,-87.075819
145,Daviess County,Owensboro Day Treatment,145160,A6,Not a Title 1 School,HS,37.75614812,-87.06413944
145,Daviess County,Valley High School,145170,A6,Not a Title 1 School,HS,37.784573,-87.157457
145,Daviess County,Valley Elementary School,145175,A6,Not a Title 1 School,MS,37.784577,-87.157468
145,Daviess County,Heritage Park High School,145180,A5,Not a Title 1 School,HS,37.7379531,-87.14378496
146,Dawson Springs Independent,Dawson Springs Elementary,146017,A1,Title 1 Eligible - Schoolwide School,ES,37.167767,-87.687958
146,Dawson Springs Independent,Dawson Springs Jr/Sr High School,146018,A1,Title 1 Eligible - Schoolwide School,HS,37.167135,-87.68733
146,Dawson Springs Independent,Dawson Springs Jr/Sr High School,146018,A1,Title I Eligible - Schoolwide School,MS,37.167135,-87.68733
146,Dawson Springs Independent,DSISD Virtual Academy,146035,A5,Not a Title 1 School,HS,37.167407,-87.68832
147,Dayton Independent,Dayton High School,147010,A1,Title I Eligible - Schoolwide School,MS,39.116975,-84.470801
147,Dayton Independent,Dayton High School,147010,A1,Title 1 Eligible - Schoolwide School,HS,39.116975,-84.470801
147,Dayton Independent,Lincoln Elementary School,147030,A1,Title 1 Eligible - Schoolwide School,ES,39.114843,-84.47118
147,Dayton Independent,Regional School Programs,147120,A5,Not a Title 1 School,HS,39.018011,-84.434477
149,East Bernstadt Independent,East Bernstadt Elementary School,149010,A1,Title I Eligible - Schoolwide School,ES,37.19014,-84.114118
149,East Bernstadt Independent,East Bernstadt Elementary School,149010,A1,Title 1 Eligible - Schoolwide School,MS,37.19014,-84.114118
151,Edmonson County,South Edmonson Elementary School,151020,A1,Title 1 Eligible - Schoolwide School,ES,37.118865,-86.25305
151,Edmonson County,Edmonson County 5/6 Center,151022,A1,Title 1 Eligible - Schoolwide School,ES,37.190055,-86.265201
151,Edmonson County,Edmonson County 5/6 Center,151022,A1,Title I Eligible - Schoolwide School,MS,37.190055,-86.265201
151,Edmonson County,Edmonson County Middle School,151050,A1,Title 1 Eligible - Schoolwide School,MS,37.19268,-86.251805
151,Edmonson County,Edmonson County High School,151060,A1,Title 1 Eligible - No Program,HS,37.19342,-86.252157
151,Edmonson County,Kyrock Elementary School,151080,A1,Title 1 Eligible - Schoolwide School,ES,37.259884,-86.28413
152,Elizabethtown Independent,Elizabethtown High School,152010,A1,Title 1 Eligible - No Program,HS,37.704395,-85.852678
152,Elizabethtown Independent,Helmwood Heights Elementary School,152015,A1,Title 1 Eligible - Schoolwide School,ES,37.708597,-85.882092
152,Elizabethtown Independent,Morningside Elementary School,152020,A1,Title 1 Eligible - Schoolwide School,ES,37.702477,-85.86198
152,Elizabethtown Independent,Panther Academy,152025,A1,Title 1 Eligible - Schoolwide School,ES,37.702154,-85.851691
152,Elizabethtown Independent,Talton K Stone Middle School,152035,A1,Title 1 Eligible - Schoolwide School,MS,37.70313,-85.861358
152,Elizabethtown Independent,Valley View Education Center,152041,A5,Not a Title 1 School,HS,37.685307,-85.849223
155,Elliott County,Elliott County Primary School,155100,A1,Title 1 Eligible - Schoolwide School,ES,38.132341,-83.093356
155,Elliott County,Isonville Elementary School,155140,A1,Title I Eligible - Schoolwide School,ES,38.060208,-83.047514
155,Elliott County,Lakeside Elementary School,155160,A1,Title I Eligible - Schoolwide School,ES,38.132374,-83.093404
155,Elliott County,Elliott County Intermediate School,155270,A1,Title 1 Eligible - Schoolwide School,ES,38.086282,-83.128353
155,Elliott County,Elliott County Middle School,155275,A1,Title 1 Eligible - No Program,MS,38.086334,-83.128278
155,Elliott County,Elliott County High School,155280,A1,Title 1 Eligible - No Program,HS,38.084755,-83.129449
155,Elliott County,Elliott County High School,155280,A1,Title I Eligible - No Program,MS,38.084755,-83.129449
156,Eminence Independent,Eminence High School,156010,A1,Title 1 Eligible - Schoolwide School,HS,38.372484,-85.182951
156,Eminence Independent,Eminence High School,156010,A1,Title I Eligible - Schoolwide School,MS,38.372484,-85.182951
156,Eminence Independent,Eminence Elementary School,156020,A1,Title 1 Eligible - Schoolwide School,ES,38.372959,-85.182699
156,Eminence Independent,Bluegrass Challenge Academy,156025,A5,Not a Title 1 School,HS,37.900397,-85.982014
157,Erlanger-Elsmere Independent,Lindeman Elementary School,157003,A1,Title 1 Eligible - Schoolwide School,ES,39.027853,-84.606758
157,Erlanger-Elsmere Independent,Arnett Elementary School,157005,A1,Title 1 Eligible - Schoolwide School,ES,39.005503,-84.592729
157,Erlanger-Elsmere Independent,Howell Elementary School,157010,A1,Title 1 Eligible - Schoolwide School,ES,39.00534,-84.60103
157,Erlanger-Elsmere Independent,Lloyd High School,157030,A1,Title 1 Eligible - No Program,HS,39.020297,-84.608046
