SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,SCH_TYPE,STATE_SCH_ID,NCESID,CATEGORY,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,TREND_DISPLAY,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL,KY_RANK_PY,CLASSIFICATION_PY,REWARD_RECOGNITION_PY,COOP,COOP_CODE
20142015,56,JEFFERSON,275,Jefferson County,71,Stonestreet Elementary,275071,A1,56275071,210299000665,Accountability,Elementary School,62.8,51,Needs Improvement/Progressing,,61.7,62.7,Yes,YES,Yes,N/A,46,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,211,Stopher Elementary,275211,A1,56275211,210299002197,Accountability,Elementary School,81.4,99,Distinguished/Progressing,School of Distinction,80.8,81.3,Yes,YES,Yes,N/A,99,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,144,Stuart Middle,275144,A1,56275144,210299001427,Accountability,Middle School,46.7,7,Needs Improvement,Priority School,47.4,48.4,No,YES,Yes,N/A,7,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,A1,56275590,210299000777,Accountability,Middle School,62.0,53,Needs Improvement,,86.4,86.9,No,YES,Yes,N/A,99,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,A1,56275590,210299000777,Accountability,High School,59.0,16,Needs Improvement,Priority School,56.1,57.1,Yes,YES,Yes,No,9,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,90,Thomas Jefferson Middle,275090,A1,56275090,210299000682,Accountability,Middle School,48.6,10,Needs Improvement,Priority School,48.6,49.6,No,YES,Yes,N/A,10,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,104,Trunnell Elementary,275104,A1,56275104,210299000694,Accountability,Elementary School,57.7,29,Needs Improvement,Focus School,56.8,57.8,No,YES,Yes,N/A,26,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,16,Tully Elementary,275016,A1,56275016,210299000631,Accountability,Elementary School,76.7,95,Distinguished/Progressing,School of Distinction,72.7,73.2,Yes,YES,Yes,N/A,89,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,33,Valley High School,275033,A1,56275033,210299000639,Accountability,Middle School,41.6,2,Needs Improvement,Priority School,44.5-R,45.5,No,YES,Yes,N/A,5-R,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,33,Valley High School,275033,A1,56275033,210299000639,Accountability,High School,58.7,15,Needs Improvement/Progressing,Priority School,55.0,56.0,Yes,YES,Yes,Yes,7,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,51,Waggener High School,275051,A1,56275051,210299000649,Accountability,High School,66.2,47,Needs Improvement,Focus School,65.0,66.0,Yes,YES,Yes,No,40,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,69,Watson Lane Elementary,275069,A1,56275069,210299000663,Accountability,Elementary School,61.0,42,Needs Improvement/Progressing,,55.9,56.9,Yes,YES,Yes,N/A,23,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,72,Watterson Elementary,275072,A1,56275072,210299000666,Accountability,Elementary School,61.7,46,Needs Improvement,,64.2,65.2,No,YES,Yes,N/A,56,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,116,Wellington Elementary,275116,A1,56275116,210299000701,Accountability,Elementary School,62.0,47,Needs Improvement,,64.3,65.3,No,YES,Yes,N/A,57,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,84,Western High School,275084,A1,56275084,210299000677,Accountability,High School,59.3,16,Needs Improvement,Priority School,57.3,58.3,Yes,YES,Yes,No,12,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,710,Western Middle,275710,A1,56275710,210299000785,Accountability,Middle School,56.6,29,Needs Improvement,Priority School,63.0,64.0,No,YES,Yes,N/A,57,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,77,Westport Middle School,275077,A1,56275077,210299000670,Accountability,Middle School,52.9,17,Needs Improvement,Priority School,54.5,55.5,No,YES,Yes,N/A,21,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,182,Wheatley Elementary,275182,A1,56275182,210299000731,Accountability,Elementary School,52.3,15,Needs Improvement,Focus School,52.9,53.9,No,YES,Yes,N/A,16,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,109,Wheeler Elementary,275109,A1,56275109,210299000699,Accountability,Elementary School,74.9,93,Distinguished/Progressing,High Performing School,70.5,71.0,Yes,YES,Yes,N/A,82,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,67,Wilder Elementary,275067,A1,56275067,210299000661,Accountability,Elementary School,72.4,88,Proficient/Progressing,,69.3,69.8,Yes,YES,Yes,N/A,79,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,66,Wilkerson Elementary,275066,A1,56275066,210299000660,Accountability,Elementary School,65.2,61,Needs Improvement,,65.0,66.0,No,YES,Yes,N/A,60,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,117,Wilt Elementary,275117,A1,56275117,210299000702,Accountability,Elementary School,79.4,98,Distinguished/Progressing,School of Distinction,75.8,76.3,Yes,YES,Yes,N/A,94,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,A1,56275374,210299000757,Accountability,Elementary School,60.9,42,Needs Improvement,,67.9,68.4,No,YES,Yes,N/A,73,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,78,Zachary Taylor Elementary,275078,A1,56275078,210299000671,Accountability,Elementary School,65.9,63,Needs Improvement/Progressing,Focus School/High Progress School,55.7,56.7,Yes,YES,Yes,N/A,22,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,200,duPont Manual High,275200,A1,56275200,210299000734,Accountability,High School,91.9,99,Distinguished,,91.8,92.3,No,YES,Yes,Yes,99,,,JEFF CO,909
20142015,56,JEFFERSON,275,Jefferson County,,---District Total---,275,,,,Accountability,District Overall,64.5,57,Needs Improvement,,64.2,65.2,No,YES,Yes,No,56,,,JEFF CO,909
20142015,67,LETCHER,276,Jenkins Independent,11,Jenkins Independent School,276011,A1,67276011,210300001642,Accountability,Elementary School,74.2,91,Distinguished/Progressing,High Performing School/High Progress School,59.1,60.1,Yes,YES,Yes,N/A,35,,,KVEC,904
20142015,67,LETCHER,276,Jenkins Independent,11,Jenkins Independent School,276011,A1,67276011,210300001642,Accountability,Middle School,63.9,61,Needs Improvement/Progressing,Focus School/High Progress School,47.7,48.7,Yes,YES,Yes,N/A,8,,,KVEC,904
20142015,67,LETCHER,276,Jenkins Independent,11,Jenkins Independent School,276011,A1,67276011,210300001642,Accountability,High School,74.4,87,Proficient,,67.6,68.6,Yes,YES,Yes,No,56,,,KVEC,904
20142015,67,LETCHER,276,Jenkins Independent,,---District Total---,276,,,,Accountability,District Overall,70.8,90,Distinguished,,58.1,59.1,Yes,YES,Yes,No,21,,,KVEC,904
20142015,57,JESSAMINE,281,Jessamine County,70,Brookside Elementary School,281070,A1,57281070,210303001429,Accountability,Elementary School,70.0,82,Proficient,,73.4,73.9,No,YES,Yes,N/A,90,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,21,East Jessamine High School,281021,A1,57281021,210303001641,Accountability,High School,71.0,72,Proficient,Focus School,73.4,73.9,No,YES,Yes,Yes,83,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,25,East Jessamine Middle School,281025,A1,57281025,210303000797,Accountability,Middle School,57.0,32,Needs Improvement,Focus School,60.2,61.2,No,YES,Yes,N/A,46,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,18,Hattie C. Warner Elementary School,281018,A1,57281018,210303000795,Accountability,Elementary School,64.8,59,Needs Improvement,,65.6,66.6,No,YES,Yes,N/A,62,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,50,Nicholasville Elementary School,281050,A1,57281050,210303000798,Accountability,Elementary School,67.9,73,Proficient/Progressing,,67.4,67.9,Yes,YES,Yes,N/A,71,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,40,Red Oak Elementary School,281040,A1,57281040,210303002388,Accountability,Elementary School,65.4,61,Needs Improvement,,65.1,66.1,No,YES,Yes,N/A,60,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,60,Rosenwald Dunbar Elementary School,281060,A1,57281060,210303000092,Accountability,Elementary School,74.4,92,Distinguished/Progressing,High Performing School,72.2,72.7,Yes,YES,Yes,N/A,88,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,19,West Jessamine High School,281019,A1,57281019,210303001640,Accountability,High School,76.0,92,Distinguished,Focus School,75.9,76.4,No,YES,Yes,Yes,91,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,26,West Jessamine Middle School,281026,A1,57281026,210303001110,Accountability,Middle School,67.0,76,Proficient/Progressing,,66.2,66.7,Yes,YES,Yes,N/A,71,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,90,Wilmore Elementary School,281090,A1,57281090,210303000799,Accountability,Elementary School,73.7,91,Distinguished/Progressing,High Performing School,73.1,73.6,Yes,YES,Yes,N/A,90,,,CKEC,901
20142015,57,JESSAMINE,281,Jessamine County,,---District Total---,281,,,,Accountability,District Overall,68.2,84,Proficient,,68.9,69.4,No,YES,Yes,Yes,88,,,CKEC,901
20142015,58,JOHNSON,285,Johnson County,75,Central Elementary School,285075,A1,58285075,210306000692,Accountability,Elementary School,66.9,68,Needs Improvement,,72.1,72.6,No,YES,Yes,N/A,87,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,A1,58285100,210306000801,Accountability,Elementary School,72.0,87,Proficient,,72.0,72.5,No,YES,Yes,N/A,87,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,A1,58285340,210306000806,Accountability,Elementary School,69.0,78,Proficient,,74.7,75.2,No,YES,Yes,N/A,92,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,A1,58285115,210306000802,Accountability,High School,73.2,82,Proficient,,74.7,75.2,No,YES,Yes,No,88,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,60,Johnson County Middle School,285060,A1,58285060,210306000800,Accountability,Middle School,67.4,78,Proficient,,68.4,68.9,No,YES,Yes,N/A,82,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,270,Meade Memorial Elementary School,285270,A1,58285270,210306000804,Accountability,Elementary School,74.5,92,Distinguished,,77.9,78.4,No,YES,Yes,N/A,98,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,A1,58285250,210306000803,Accountability,Elementary School,73.0,90,Distinguished,,81.1,81.6,No,YES,Yes,N/A,99,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,A1,58285320,210306000805,Accountability,Elementary School,80.4,99,Distinguished,,82.2,82.7,No,YES,Yes,N/A,99,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,,---District Total---,285,,,,Accountability,District Overall,71.1,91,Distinguished,,73.7,74.2,No,YES,Yes,No,98,,,KEDC,903
20142015,59,KENTON,291,Kenton County,5,Beechgrove Elementary School,291005,A1,59291005,210309000807,Accountability,Elementary School,78.8,98,Distinguished/Progressing,School of Distinction,75.6,76.1,Yes,YES,Yes,N/A,94,,,NKCES,905
20142015,59,KENTON,291,Kenton County,40,Dixie Heights High School,291040,A1,59291040,210309000811,Accountability,High School,76.7,94,Distinguished/Progressing,Focus School/High Progress School,70.8,71.3,Yes,YES,Yes,Yes,72,,,NKCES,905
20142015,59,KENTON,291,Kenton County,60,Ft Wright Elementary School,291060,A1,59291060,210309000815,Accountability,Elementary School,70.9,83,Proficient,,73.3,73.8,No,YES,Yes,N/A,90,,,NKCES,905
20142015,59,KENTON,291,Kenton County,20,James A Caywood Elementary School,291020,A1,59291020,210309000809,Accountability,Elementary School,70.6,83,Proficient/Progressing,,66.6,67.6,Yes,YES,Yes,N/A,67,,,NKCES,905
20142015,59,KENTON,291,Kenton County,50,Kenton Elementary School,291050,A1,59291050,210309000813,Accountability,Elementary School,72.3,88,Proficient,,71.9,72.4,No,YES,Yes,N/A,87,,,NKCES,905
20142015,59,KENTON,291,Kenton County,70,Piner Elementary School,291070,A1,59291070,210309000816,Accountability,Elementary School,76.4,95,Distinguished/Progressing,School of Distinction/High Progress School,68.0,68.5,Yes,YES,Yes,N/A,73,,,NKCES,905
20142015,59,KENTON,291,Kenton County,45,R C Hinsdale Elementary School,291045,A1,59291045,210309000812,Accountability,Elementary School,78.0,98,Distinguished/Progressing,School of Distinction,75.0,75.5,Yes,YES,Yes,N/A,93,,,NKCES,905
20142015,59,KENTON,291,Kenton County,6,River Ridge Elementary School,291006,A1,59291006,210309001512,Accountability,Elementary School,74.7,92,Distinguished/Progressing,High Performing School,73.2,73.7,Yes,YES,Yes,N/A,90,,,NKCES,905
20142015,59,KENTON,291,Kenton County,80,Ryland Heights Elementary School,291080,A1,59291080,210309000817,Accountability,Elementary School,72.4,88,Proficient,,76.9,77.4,No,YES,Yes,N/A,96,,,NKCES,905
20142015,59,KENTON,291,Kenton County,120,Scott High School,291120,A1,59291120,210309000823,Accountability,High School,75.2,88,Proficient,Focus School,71.4,71.9,Yes,YES,Yes,No,73,,,NKCES,905
20142015,59,KENTON,291,Kenton County,90,Simon Kenton High School,291090,A1,59291090,210309000818,Accountability,High School,74.3,87,Proficient/Progressing,Focus School,71.4,71.9,Yes,YES,Yes,Yes,73,,,NKCES,905
20142015,59,KENTON,291,Kenton County,7,Summit View Elementary School,291007,A1,59291007,210309001784,Accountability,Elementary School,68.5,75,Proficient,,68.5,69.0,No,YES,Yes,N/A,75,,,NKCES,905
20142015,59,KENTON,291,Kenton County,8,Summit View Middle School,291008,A1,59291008,210309001785,Accountability,Middle School,64.7,64,Needs Improvement,Focus School,63.9,64.9,No,YES,Yes,N/A,61,,,NKCES,905
20142015,59,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,A1,59291100,210309000819,Accountability,Elementary School,69.0,78,Proficient/Progressing,,66.5,67.5,Yes,YES,Yes,N/A,67,,,NKCES,905
20142015,59,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,A1,59291103,210309000820,Accountability,Middle School,68.0,80,Proficient,Focus School,71.0,71.5,No,YES,Yes,N/A,91,,,NKCES,905
20142015,59,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,A1,59291105,210309000821,Accountability,Middle School,66.8,74,Proficient,,70.0,70.5,No,YES,Yes,N/A,89,,,NKCES,905
20142015,59,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,A1,59291495,210309000824,Accountability,Elementary School,79.1,98,Distinguished/Progressing,School of Distinction/High Progress School,62.8,63.8,Yes,YES,Yes,N/A,51,,,NKCES,905
20142015,59,KENTON,291,Kenton County,108,Woodland Middle School,291108,A1,59291108,210309001588,Accountability,Middle School,62.1,54,Needs Improvement,,67.5,68.0,No,YES,Yes,N/A,78,,,NKCES,905
20142015,59,KENTON,291,Kenton County,,---District Total---,291,,,,Accountability,District Overall,71.4,92,Distinguished/Progressing,,70.4,70.9,Yes,YES,Yes,Yes,89,,,NKCES,905
20142015,60,KNOTT,295,Knott County,35,Beaver Creek Elementary School,295035,A1,60295035,210312000826,Accountability,Middle School,67.9,80,Proficient,,69.4,69.9,No,YES,Yes,N/A,86,,,KVEC,904
20142015,60,KNOTT,295,Knott County,35,Beaver Creek Elementary School,295035,A1,60295035,210312000826,Accountability,Elementary School,60.9,42,Needs Improvement,,61.5,62.5,No,YES,Yes,N/A,45,,,KVEC,904
20142015,60,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,A1,60295100,210312000830,Accountability,Elementary School,55.1,21,Needs Improvement/Progressing,,47.8,48.8,Yes,YES,Yes,N/A,7,,,KVEC,904
20142015,60,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,A1,60295100,210312000830,Accountability,Middle School,69.8,88,Proficient/Progressing,High Progress School,50.4,51.4,Yes,YES,Yes,N/A,13,,,KVEC,904
20142015,60,KNOTT,295,Knott County,150,Cordia School,295150,A1,60295150,210312002233,Accountability,Elementary School,42.6,2,Needs Improvement,Focus School,56.1,57.1,No,YES,Yes,N/A,25,,,KVEC,904
20142015,60,KNOTT,295,Knott County,150,Cordia School,295150,A1,60295150,210312002233,Accountability,High School,55.8,8,Needs Improvement,Focus School,57.4,58.4,No,YES,Yes,Yes,12,,,KVEC,904
20142015,60,KNOTT,295,Knott County,150,Cordia School,295150,A1,60295150,210312002233,Accountability,Middle School,48.8,10,Needs Improvement,Focus School,49.8,50.8,No,YES,Yes,N/A,12,,,KVEC,904
20142015,60,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,A1,60295210,210312000834,Accountability,Elementary School,59.2,35,Needs Improvement/Progressing,High Progress School,51.2,52.2,Yes,YES,Yes,N/A,11,,,KVEC,904
20142015,60,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,A1,60295210,210312000834,Accountability,Middle School,58.6,38,Needs Improvement,,68.7,69.2,No,YES,Yes,N/A,84,,,KVEC,904
20142015,60,KNOTT,295,Knott County,230,Hindman Elementary School,295230,A1,60295230,210312000835,Accountability,Middle School,69.0,85,Proficient/Progressing,High Progress School,62.3,63.3,Yes,YES,Yes,N/A,56,,,KVEC,904
20142015,60,KNOTT,295,Knott County,230,Hindman Elementary School,295230,A1,60295230,210312000835,Accountability,Elementary School,66.0,64,Needs Improvement/Progressing,,60.8,61.8,Yes,YES,Yes,N/A,42,,,KVEC,904
20142015,60,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,A1,60295255,210312000836,Accountability,Middle School,75.2,97,Distinguished/Progressing,School of Distinction,71.9,72.4,Yes,YES,Yes,N/A,93,,,KVEC,904
20142015,60,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,A1,60295255,210312000836,Accountability,Elementary School,71.0,83,Proficient,,72.0,72.5,No,YES,Yes,N/A,87,,,KVEC,904
20142015,60,KNOTT,295,Knott County,265,Knott County Central High School,295265,A1,60295265,210312000837,Accountability,High School,74.0,85,Proficient,Focus School,73.9,74.4,No,YES,Yes,Yes,85,,,KVEC,904
20142015,60,KNOTT,295,Knott County,,---District Total---,295,,,,Accountability,District Overall,65.6,63,Needs Improvement/Progressing,High Progress District,63.7,64.7,Yes,YES,Yes,Yes,52,,,KVEC,904
20142015,61,KNOX,301,Knox County,71,Central Elementary School,301071,A1,61301071,210315002235,Accountability,Elementary School,63.4,54,Needs Improvement/Progressing,,59.4,60.4,Yes,YES,Yes,N/A,36,,,SESC,907
20142015,61,KNOX,301,Knox County,170,Dewitt Elementary School,301170,A1,61301170,210315000842,Accountability,Elementary School,65.9,63,Needs Improvement,,65.9,66.9,No,YES,Yes,N/A,63,,,SESC,907
20142015,61,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,A1,61301240,210315000843,Accountability,Elementary School,73.0,90,Distinguished/Progressing,High Performing School/High Progress School,61.4,62.4,Yes,YES,Yes,N/A,45,,,SESC,907
20142015,61,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,A1,61301320,210315000846,Accountability,Elementary School,68.0,73,Proficient/Progressing,,67.5,68.0,Yes,YES,Yes,N/A,71,,,SESC,907
20142015,61,KNOX,301,Knox County,260,Girdler Elementary School,301260,A1,61301260,210315000844,Accountability,Elementary School,63.7,55,Needs Improvement/Progressing,,61.9,62.9,Yes,YES,Yes,N/A,46,,,SESC,907
20142015,61,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,A1,61301430,210315000848,Accountability,Elementary School,67.7,72,Proficient,,69.1,69.6,No,YES,Yes,N/A,78,,,SESC,907
20142015,61,KNOX,301,Knox County,410,Knox Central High School,301410,A1,61301410,210315000847,Accountability,High School,70.0,69,Needs Improvement,,59.5,60.5,Yes,YES,Yes,No,18,,,SESC,907
20142015,61,KNOX,301,Knox County,23,Knox County Middle School,301023,A1,61301023,210315002029,Accountability,Middle School,64.2,63,Needs Improvement/Progressing,,62.2,63.2,Yes,YES,Yes,N/A,54,,,SESC,907
20142015,61,KNOX,301,Knox County,450,Lynn Camp Schools,301450,A1,61301450,210315000850,Accountability,Elementary School,69.5,79,Proficient/Progressing,High Progress School,50.6,51.6,Yes,YES,Yes,N/A,9,,,SESC,907
20142015,61,KNOX,301,Knox County,450,Lynn Camp Schools,301450,A1,61301450,210315000850,Accountability,Middle School,54.5,21,Needs Improvement/Progressing,Focus School/High Progress School,46.9,47.9,Yes,YES,Yes,N/A,7,,,SESC,907
20142015,61,KNOX,301,Knox County,450,Lynn Camp Schools,301450,A1,61301450,210315000850,Accountability,High School,70.4,71,Proficient,,64.6,65.6,Yes,YES,Yes,No,39,,,SESC,907
20142015,61,KNOX,301,Knox County,,---District Total---,301,,,,Accountability,District Overall,65.6,63,Needs Improvement,,59.6,60.6,Yes,YES,Yes,No,28,,,SESC,907
20142015,62,LARUE,305,LaRue County,15,Abraham Lincoln Elementary School,305015,A1,62305015,210318002044,Accountability,Elementary School,71.8,86,Proficient/Progressing,,70.1,70.6,Yes,YES,Yes,N/A,82,,,GRREC,902
20142015,62,LARUE,305,LaRue County,30,Hodgenville Elementary School,305030,A1,62305030,210318000852,Accountability,Elementary School,71.1,84,Proficient/Progressing,Focus School,68.5,69.0,Yes,YES,Yes,N/A,75,,,GRREC,902
20142015,62,LARUE,305,LaRue County,40,LaRue County High School,305040,A1,62305040,210318000853,Accountability,High School,81.8,97,Distinguished/Progressing,School of Distinction,81.2,81.7,Yes,YES,Yes,Yes,97,,,GRREC,902
20142015,62,LARUE,305,LaRue County,45,LaRue County Middle School,305045,A1,62305045,210318000854,Accountability,Middle School,69.0,85,Proficient,,71.0,71.5,No,YES,Yes,N/A,91,,,GRREC,902
20142015,62,LARUE,305,LaRue County,,---District Total---,305,,,,Accountability,District Overall,74.1,98,Distinguished,,73.8,74.3,No,YES,Yes,Yes,98,,,GRREC,902
20142015,63,LAUREL,311,Laurel County,30,Bush Elementary School,311030,A1,63311030,210321000857,Accountability,Elementary School,83.1,99,Distinguished,,84.9,85.4,No,YES,Yes,N/A,99,,,SESC,907
20142015,63,LAUREL,311,Laurel County,55,Camp Ground Elementary School,311055,A1,63311055,210321000859,Accountability,Elementary School,76.9,96,Distinguished/Progressing,School of Distinction,70.9,71.4,Yes,YES,Yes,N/A,83,,,SESC,907
20142015,63,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,A1,63311430,210321001483,Accountability,Elementary School,78.8,98,Distinguished,,79.4,79.9,No,YES,Yes,N/A,98,,,SESC,907
20142015,63,LAUREL,311,Laurel County,70,Colony Elementary School,311070,A1,63311070,210321000860,Accountability,Elementary School,73.5,91,Distinguished/Progressing,High Performing School,68.0,68.5,Yes,YES,Yes,N/A,73,,,SESC,907
20142015,63,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,A1,63311130,210321000862,Accountability,Elementary School,79.1,98,Distinguished/Progressing,School of Distinction/High Progress School,70.7,71.2,Yes,YES,Yes,N/A,83,,,SESC,907
20142015,63,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,A1,63311175,210321000715,Accountability,Elementary School,74.0,91,Distinguished,,84.8,85.3,No,YES,Yes,N/A,99,,,SESC,907
20142015,63,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,A1,63311165,210321000863,Accountability,Elementary School,82.3,99,Distinguished/Progressing,School of Distinction/High Progress School,74.4,74.9,Yes,YES,Yes,N/A,92,,,SESC,907
20142015,63,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,A1,63311180,210321000864,Accountability,Elementary School,69.4,79,Proficient/Progressing,,68.8,69.3,Yes,YES,Yes,N/A,77,,,SESC,907
20142015,63,LAUREL,311,Laurel County,10,London Elementary School,311010,A1,63311010,210321000856,Accountability,Elementary School,67.0,69,Needs Improvement,,69.3,69.8,No,YES,Yes,N/A,79,,,SESC,907
20142015,63,LAUREL,311,Laurel County,205,North Laurel High School,311205,A1,63311205,210321000215,Accountability,High School,71.4,73,Proficient,Focus School,70.7,71.2,Yes,YES,Yes,No,72,,,SESC,907
20142015,63,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,A1,63311200,210321001589,Accountability,Middle School,66.4,73,Proficient,Focus School,69.7,70.2,No,YES,Yes,N/A,88,,,SESC,907
20142015,63,LAUREL,311,Laurel County,210,South Laurel High School,311210,A1,63311210,210321000865,Accountability,High School,72.3,77,Proficient/Progressing,High Progress School,66.7,67.7,Yes,YES,Yes,Yes,50,,,SESC,907
20142015,63,LAUREL,311,Laurel County,40,South Laurel Middle School,311040,A1,63311040,210321000858,Accountability,Middle School,67.3,77,Proficient,Focus School,68.7,69.2,No,YES,Yes,N/A,84,,,SESC,907
20142015,63,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,A1,63311420,210321000869,Accountability,Elementary School,79.8,99,Distinguished,,80.6,81.1,No,YES,Yes,N/A,99,,,SESC,907
20142015,63,LAUREL,311,Laurel County,18,Wyan-Pine Grove Elementary,311018,A1,63311018,210321002030,Accountability,Elementary School,68.7,76,Proficient,,71.0,71.5,No,YES,Yes,N/A,83,,,SESC,907
20142015,63,LAUREL,311,Laurel County,,---District Total---,311,,,,Accountability,District Overall,70.9,90,Distinguished,,70.8,71.3,No,YES,Yes,Yes,90,,,SESC,907
20142015,64,LAWRENCE,315,Lawrence County,30,Blaine Elementary School,315030,A1,64315030,210324000870,Accountability,Middle School,62.6,57,Needs Improvement/Progressing,,60.4,61.4,Yes,YES,Yes,N/A,46,,,KEDC,903
20142015,64,LAWRENCE,315,Lawrence County,30,Blaine Elementary School,315030,A1,64315030,210324000870,Accountability,Elementary School,64.8,59,Needs Improvement,,65.9,66.9,No,YES,Yes,N/A,63,,,KEDC,903
20142015,64,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,A1,64315150,210324000871,Accountability,Elementary School,57.8,30,Needs Improvement/Progressing,,53.8,54.8,Yes,YES,Yes,N/A,19,,,KEDC,903
20142015,64,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,A1,64315150,210324000871,Accountability,Middle School,59.7,44,Needs Improvement,,62.2,63.2,No,YES,Yes,N/A,54,,,KEDC,903
20142015,64,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,A1,64315260,210324000874,Accountability,High School,75.7,90,Distinguished,,66.3,67.3,Yes,YES,Yes,No,47,,,KEDC,903
20142015,64,LAWRENCE,315,Lawrence County,20,Louisa East Elementary School,315020,A1,64315020,210324002079,Accountability,Elementary School,69.1,78,Proficient/Progressing,Focus School/High Progress School,57.1,58.1,Yes,YES,Yes,N/A,28,,,KEDC,903
20142015,64,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,A1,64315200,210324000872,Accountability,Middle School,59.5,42,Needs Improvement/Progressing,,56.8,57.8,Yes,YES,Yes,N/A,30,,,KEDC,903
20142015,64,LAWRENCE,315,Lawrence County,,---District Total---,315,,,,Accountability,District Overall,67.7,80,Proficient,,60.0,61.0,Yes,YES,Yes,No,29,,,KEDC,903
20142015,65,LEE,321,Lee County,10,Beattyville Elementary,321010,A1,65321010,210327000875,Accountability,Elementary School,71.4,85,Proficient/Progressing,,67.7,68.2,Yes,YES,Yes,N/A,72,,,KVEC,904
