SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,ENROLLMENT_TOTAL,ENROLLMENT_MALE_CNT,ENROLLMENT_MALE_PCT,ENROLLMENT_FEMALE_CNT,ENROLLMENT_FEMALE_PCT,ENROLLMENT_WHITE_CNT,ENROLLMENT_WHITE_PCT,ENROLLMENT_BLACK_CNT,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC_CNT,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_ASIAN_CNT,ENROLLMENT_ASIAN_PCT,ENROLLMENT_AIAN_CNT,ENROLLMENT_AIAN_PCT,ENROLLMENT_HAWAIIAN_CNT,ENROLLMENT_HAWAIIAN_PCT,ENROLLMENT_OTHER_CNT,ENROLLMENT_OTHER_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS
20122013,311,Laurel County,---District---,7342,8678.53,9053,4652,51.4%,"4,401",48.6%,"8,707",96.2%,110,1.2%,113,1.2%,65,0.7%,26,0.3%,5,0.1%,27,0.3%,"5,227",57.7%,612,6.8%,93.6%,5.3%,2.1%,65.0%,241,46.8%,226,43.9%,15,2.9%,50,9.7%,156,30.3%,2,0.4%,59,11.5%,7,1.4%,17:1,537.00,117.00,420.00,23,0.2%,12.1,13.2%,45.1%,41.5%,0.2%,0.0%,100.0%,0.0%,3.2:1,55%,5825,962,61,29335
20122013,315030,Lawrence County,Blaine Elementary School,11404,201.67,210,118,56.2%,92,43.8%,203,96.7%,6,2.9%,0,0.0%,1,0.5%,0,0.0%,0,0.0%,0,0.0%,178,84.8%,18,8.6%,93.7%,1.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,20.33,3.00,17.33,1,0.0%,8.8,39.1%,43.5%,17.4%,0.0%,0.0%,100.0%,0.0%,1.3:1,24.5%,200,10,2,2698
20122013,315150,Lawrence County,Fallsburg Elementary School,7313,314.37,344,179,52.0%,165,48.0%,335,97.4%,2,0.6%,4,1.2%,1,0.3%,2,0.6%,0,0.0%,0,0.0%,209,60.8%,28,8.1%,93.8%,1.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,22.00,5.00,17.00,0,0.0%,11.7,30.4%,43.5%,26.1%,0.0%,0.0%,100.0%,0.0%,1.5:1,23.6%,277,51,2,2439
20122013,315260,Lawrence County,Lawrence County High School,8346,554.46,588,308,52.4%,280,47.6%,581,98.8%,4,0.7%,1,0.2%,0,0.0%,1,0.2%,0,0.0%,1,0.2%,351,59.7%,31,5.3%,98.8%,2.3%,0.9%,73.1%,96,57.1%,88,52.4%,8,4.8%,1,0.6%,55,32.7%,3,1.8%,9,5.4%,4,2.4%,14:1,42.34,19.00,23.34,0,0.0%,9.8,16.3%,60.5%,18.6%,0.0%,4.7%,100.0%,0.0%,1.7:1,77.6%,352,0,5,6125
20122013,315020,Lawrence County,Louisa East Elementary School,5911,498.26,532,265,49.8%,267,50.2%,524,98.5%,3,0.6%,0,0.0%,5,0.9%,0,0.0%,0,0.0%,0,0.0%,361,67.9%,9,1.7%,93.6%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,29.00,1.00,28.00,0,0.0%,11,31.8%,68.2%,0.0%,0.0%,0.0%,100.0%,0.0%,1.5:1,19.3%,302,29,2,208
20122013,315200,Lawrence County,Louisa Middle School,6100,384.28,406,219,53.9%,187,46.1%,399,98.3%,2,0.5%,0,0.0%,3,0.7%,0,0.0%,0,0.0%,2,0.5%,236,58.1%,23,5.7%,92.7%,1.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,23.33,5.00,18.33,0,0.0%,12.2,9.1%,68.2%,22.7%,0.0%,0.0%,100.0%,0.0%,2.1:1,41.1%,345,12,7,1074
20122013,315021,Lawrence County,Louisa West Elementary School,8921,269.5,295,148,50.2%,147,49.8%,288,97.6%,2,0.7%,2,0.7%,0,0.0%,1,0.3%,0,0.0%,2,0.7%,212,71.9%,6,2.0%,92.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,18.00,1.00,17.00,0,0.0%,8.7,16.7%,77.8%,5.6%,0.0%,0.0%,100.0%,0.0%,1.7:1,39.1%,160,13,4,921
20122013,315,Lawrence County,---District---,10936,2222.54,2375,1237,52.1%,"1,138",47.9%,"2,330",98.1%,19,0.8%,7,0.3%,10,0.4%,4,0.2%,0,0.0%,5,0.2%,"1,547",65.1%,115,4.8%,94.7%,1.6%,0.6%,73.1%,96,57.1%,88,52.4%,8,4.8%,1,0.6%,55,32.7%,3,1.8%,9,5.4%,4,2.4%,15:1,160.00,34.00,126.00,1,0.0%,10.2,24.4%,59.0%,15.4%,0.0%,1.3%,100.0%,0.0%,1.5:1,41%,1636,115,21,13465
20122013,321010,Lee County,Beattyville Elementary,7431,293.19,310,154,49.7%,156,50.3%,298,96.1%,3,1.0%,1,0.3%,0,0.0%,4,1.3%,0,0.0%,4,1.3%,220,71.0%,19,6.1%,93.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,19.36,2.40,16.96,0,0.0%,14.2,25.0%,45.0%,30.0%,0.0%,0.0%,100.0%,0.0%,3:1,52.6%,286,28,28,2330
20122013,321050,Lee County,Lee County High School,7936,307.98,325,162,49.8%,163,50.2%,317,97.5%,4,1.2%,1,0.3%,1,0.3%,0,0.0%,0,0.0%,2,0.6%,227,69.8%,15,4.6%,91.7%,3.3%,1.7%,82.7%,36,46.8%,36,46.8%,0,0.0%,0,0.0%,28,36.4%,9,11.7%,3,3.9%,1,1.3%,18:1,18.55,10.00,8.55,0,0.0%,14.6,4.0%,52.0%,44.0%,0.0%,0.0%,100.0%,0.0%,3.1:1,88.9%,103,9,6,43
20122013,321055,Lee County,Lee County Middle School,7926,220.94,234,125,53.4%,109,46.6%,232,99.1%,0,0.0%,2,0.9%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,163,69.7%,17,7.3%,92.5%,0.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,16.75,2.50,14.25,0,0.0%,10.8,23.8%,33.3%,42.9%,0.0%,0.0%,100.0%,0.0%,2:1,73.9%,166,16,3,6
20122013,321100,Lee County,Southside Elementary School,9726,176.6,190,109,57.4%,81,42.6%,189,99.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,0.5%,149,78.4%,11,5.8%,92.9%,8.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,14.84,2.10,12.74,0,0.0%,13.3,12.5%,75.0%,12.5%,0.0%,0.0%,100.0%,0.0%,3.2:1,64.3%,180,23,2,1444
20122013,321,Lee County,---District---,8254,998.71,1059,550,51.9%,509,48.1%,"1,036",97.8%,7,0.7%,4,0.4%,1,0.1%,4,0.4%,0,0.0%,7,0.7%,759,71.7%,62,5.9%,92.7%,2.7%,1.4%,79.1%,36,46.8%,36,46.8%,0,0.0%,0,0.0%,28,36.4%,9,11.7%,3,3.9%,1,1.3%,15:1,69.50,17.00,52.50,0,0.0%,13.2,15.9%,50.0%,34.1%,0.0%,0.0%,100.0%,0.0%,2.8:1,70.8%,735,76,39,3823
20122013,325280,Leslie County,Hayes Lewis Elementary School,9401,141.03,151,75,49.7%,76,50.3%,147,97.4%,0,0.0%,4,2.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,103,68.2%,11,7.3%,92.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,10.25,1.00,9.25,0,0.0%,11.6,30.0%,30.0%,40.0%,0.0%,0.0%,100.0%,0.0%,3.4:1,71.4%,129,39,4,1019
20122013,325350,Leslie County,Leslie County High School,9254,448.26,485,241,49.7%,244,50.3%,479,98.8%,4,0.8%,2,0.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,273,56.3%,30,6.2%,90.2%,0.6%,0.8%,65.2%,57,53.8%,57,53.8%,0,0.0%,11,10.4%,32,30.2%,2,1.9%,3,2.8%,1,0.9%,17:1,28.67,8.00,20.67,0,0.0%,11.9,20.5%,28.2%,51.3%,0.0%,0.0%,100.0%,0.0%,3:1,50%,400,25,15,1000
20122013,325335,Leslie County,Leslie County Middle School,7560,142.92,145,82,56.6%,63,43.4%,144,99.3%,0,0.0%,1,0.7%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,87,60.0%,15,10.3%,92.8%,1.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,9.39,4.06,5.33,1,0.0%,11.5,18.2%,27.3%,54.5%,0.0%,0.0%,100.0%,0.0%,4.8:1,100%,120,18,5,1075
20122013,325300,Leslie County,Mountain View Elementary,7353,405.65,426,229,53.8%,197,46.2%,417,97.9%,5,1.2%,3,0.7%,1,0.2%,0,0.0%,0,0.0%,0,0.0%,264,62.0%,30,7.0%,94.1%,1.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,27.28,4.03,23.25,2,0.0%,15,3.8%,26.9%,69.2%,0.0%,0.0%,100.0%,0.0%,4.7:1,0%,800,28,15,1000
20122013,325570,Leslie County,Stinnett Elementary School,8467,351.61,384,187,48.7%,197,51.3%,380,99.0%,0,0.0%,1,0.3%,0,0.0%,0,0.0%,0,0.0%,3,0.8%,240,62.5%,13,3.4%,93.2%,6.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,27.16,4.91,22.25,1,0.0%,15.2,13.6%,31.8%,54.5%,0.0%,0.0%,100.0%,0.0%,7:1,100%,235,112,2,100
20122013,325420,Leslie County,W B Muncy Elementary School,9320,161.19,177,98,55.4%,79,44.6%,174,98.3%,2,1.1%,0,0.0%,1,0.6%,0,0.0%,0,0.0%,0,0.0%,124,70.1%,9,5.1%,92.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,12.25,1.00,11.25,1,0.0%,16.6,10.0%,40.0%,50.0%,0.0%,0.0%,100.0%,0.0%,3.8:1,100%,157,34,2,2595
20122013,325,Leslie County,---District---,11630,1650.66,1768,912,51.6%,856,48.4%,"1,741",98.5%,11,0.6%,11,0.6%,2,0.1%,0,0.0%,0,0.0%,3,0.2%,"1,091",61.7%,108,6.1%,92.4%,1.8%,0.9%,65.2%,57,53.8%,57,53.8%,0,0.0%,11,10.4%,32,30.2%,2,1.9%,3,2.8%,1,0.9%,15:1,115.00,23.00,92.00,5,0.0%,13.6,15.3%,29.7%,55.1%,0.0%,0.0%,100.0%,0.0%,2.8:1,8.3%,1152,275,25,6852
20122013,331210,Letcher County,Arlie Boggs Elementary School,9394,140,154,71,46.1%,83,53.9%,153,99.4%,0,0.0%,1,0.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,91,59.1%,17,11.0%,93.4%,2.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,10.10,4.90,5.20,0,0.0%,13.8,7.7%,53.8%,38.5%,0.0%,0.0%,100.0%,0.0%,1.8:1,1.3%,134,57,12,267
20122013,331380,Letcher County,Cowan Elementary School,7052,411.08,427,214,50.1%,213,49.9%,422,98.8%,3,0.7%,1,0.2%,0,0.0%,1,0.2%,0,0.0%,0,0.0%,283,66.3%,33,7.7%,93.3%,3.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,27.80,6.80,21.00,0,0.0%,14.5,15.4%,73.1%,11.5%,0.0%,0.0%,100.0%,0.0%,3.2:1,26%,427,65,2,420
20122013,331250,Letcher County,Fleming Neon Middle School,10014,168.72,181,104,57.5%,77,42.5%,180,99.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,0.6%,119,65.7%,12,6.6%,92.2%,6.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,11.70,4.50,7.20,0,0.0%,12.2,15.4%,53.8%,30.8%,0.0%,0.0%,100.0%,0.0%,1.7:1,8%,150,30,27,236
20122013,331056,Letcher County,Letcher County Central High School,7913,843.1,913,488,53.5%,425,46.5%,900,98.6%,6,0.7%,1,0.1%,0,0.0%,2,0.2%,1,0.1%,3,0.3%,532,58.3%,76,8.3%,91.0%,2.1%,1.0%,76.6%,140,67.3%,138,66.3%,2,1.0%,15,7.2%,29,13.9%,5,2.4%,17,8.2%,2,1.0%,15:1,59.00,28.90,30.10,2,0.0%,13.6,24.6%,40.0%,33.8%,0.0%,1.5%,100.0%,0.0%,3.7:1,0%,763,27,21,7987
20122013,331350,Letcher County,Letcher Elementary School,9676,307.68,330,163,49.4%,167,50.6%,326,98.8%,0,0.0%,3,0.9%,0,0.0%,0,0.0%,0,0.0%,1,0.3%,236,71.5%,19,5.8%,93.4%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,27.20,2.70,24.50,3,0.0%,13.1,25.0%,57.1%,17.9%,0.0%,0.0%,100.0%,0.0%,7.2:1,0%,275,42,36,2996
20122013,331355,Letcher County,Letcher Middle School,6975,161.34,170,85,50.0%,85,50.0%,168,98.8%,0,0.0%,1,0.6%,0,0.0%,1,0.6%,0,0.0%,0,0.0%,109,64.1%,22,12.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,11.10,6.70,4.40,1,0.0%,13.2,21.4%,50.0%,28.6%,0.0%,0.0%,100.0%,0.0%,2.3:1,18.8%,100,28,2,30
20122013,331425,Letcher County,Martha Jane Potter Elementary School,7266,391.89,423,240,56.7%,183,43.3%,413,97.6%,1,0.2%,6,1.4%,1,0.2%,0,0.0%,0,0.0%,2,0.5%,270,63.8%,29,6.9%,93.1%,4.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,25.10,4.60,20.50,0,0.0%,17,20.7%,55.2%,24.1%,0.0%,0.0%,100.0%,0.0%,2.1:1,17.3%,394,84,2,2196
20122013,331650,Letcher County,West Whitesburg Elementary School,9562,371.1,398,222,55.8%,176,44.2%,386,97.0%,1,0.3%,4,1.0%,4,1.0%,0,0.0%,0,0.0%,3,0.8%,250,62.8%,27,6.8%,93.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,31.00,1.60,29.40,3,0.0%,15.6,11.5%,53.8%,30.8%,0.0%,3.8%,100.0%,0.0%,1.7:1,33.8%,270,46,2,2000
20122013,331710,Letcher County,Whitesburg Middle School,11398,195.78,208,105,50.5%,103,49.5%,204,98.1%,3,1.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,0.5%,117,56.3%,13,6.3%,94.0%,5.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,13.00,6.30,6.70,2,0.0%,14.8,7.7%,46.2%,38.5%,0.0%,7.7%,100.0%,0.0%,2.3:1,0%,175,19,2,360
20122013,331,Letcher County,---District---,11398,2990.69,3204,1692,52.8%,"1,512",47.2%,"3,152",98.4%,14,0.4%,17,0.5%,5,0.2%,4,0.1%,1,0.0%,11,0.3%,"2,007",62.6%,248,7.7%,92.5%,2.7%,0.7%,76.6%,140,67.3%,138,66.3%,2,1.0%,15,7.2%,29,13.9%,5,2.4%,17,8.2%,2,1.0%,15:1,218.00,67.00,151.00,11,0.0%,14.3,18.9%,52.0%,27.8%,0.0%,1.3%,100.0%,0.0%,2.5:1,13.5%,2688,398,106,16492
20122013,335970,Lewis County,Foster Meade Career & Technical Center,,,609,316,51.9%,293,48.1%,601,98.7%,3,0.5%,2,0.3%,0,0.0%,0,0.0%,0,0.0%,3,0.5%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,7.20,3.00,4.20,1,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20122013,335901,Lewis County,Foster Meade Vocational Education Center,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20122013,335040,Lewis County,Garrison Elementary School,8427,331.14,345,168,48.7%,177,51.3%,339,98.3%,0,0.0%,2,0.6%,0,0.0%,0,0.0%,0,0.0%,4,1.2%,269,78.0%,23,6.7%,93.7%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,20.75,2.07,18.68,0,0.0%,11.9,4.5%,72.7%,22.7%,0.0%,0.0%,100.0%,0.0%,2.9:1,47.4%,258,18,2,1200
20122013,335090,Lewis County,Laurel Elementary School,12604,81.32,83,40,48.2%,43,51.8%,83,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,52,62.7%,10,12.0%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,7.41,1.02,6.39,0,0.0%,13.8,0.0%,60.0%,40.0%,0.0%,0.0%,100.0%,0.0%,2.3:1,38.9%,58,9,2,2500
20122013,335095,Lewis County,Lewis County Central Elementary School,7931,443.44,472,233,49.4%,239,50.6%,452,95.8%,1,0.2%,3,0.6%,1,0.2%,2,0.4%,0,0.0%,13,2.8%,324,68.6%,28,5.9%,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,28.17,2.11,26.06,0,0.0%,11.5,7.7%,69.2%,23.1%,0.0%,0.0%,100.0%,0.0%,4.1:1,26.9%,350,75,5,2000
20122013,335120,Lewis County,Lewis County High School,6302,648.93,690,360,52.2%,330,47.8%,682,98.8%,3,0.4%,2,0.3%,0,0.0%,0,0.0%,0,0.0%,3,0.4%,422,61.2%,54,7.8%,92.7%,2.2%,0.9%,88.9%,52,30.4%,37,21.6%,15,8.8%,24,14.0%,57,33.3%,27,15.8%,6,3.5%,5,2.9%,19:1,36.40,15.69,20.71,0,0.0%,12.1,16.3%,44.2%,39.5%,0.0%,0.0%,100.0%,0.0%,4.6:1,25.5%,227,33,5,2800
20122013,335100,Lewis County,Lewis County Middle School,6730,442.04,465,240,51.6%,225,48.4%,453,97.4%,0,0.0%,0,0.0%,0,0.0%,1,0.2%,0,0.0%,11,2.4%,299,64.3%,45,9.7%,94.3%,0.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,27.16,8.20,18.96,0,0.0%,12.5,6.9%,62.1%,31.0%,0.0%,0.0%,100.0%,0.0%,4.5:1,58.6%,352,30,2,127
20122013,335140,Lewis County,Tollesboro Elementary School,9480,272.35,271,132,48.7%,139,51.3%,261,96.3%,0,0.0%,3,1.1%,0,0.0%,0,0.0%,0,0.0%,7,2.6%,186,68.6%,15,5.5%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,20.16,1.07,19.09,0,0.0%,14.5,5.0%,75.0%,20.0%,0.0%,0.0%,100.0%,0.0%,4.4:1,45.2%,252,45,14,1300
20122013,335,Lewis County,---District---,10169,2219.22,2326,1173,50.4%,"1,153",49.6%,"2,270",97.6%,4,0.2%,10,0.4%,1,0.0%,3,0.1%,0,0.0%,38,1.6%,"1,552",66.7%,175,7.5%,94.0%,1.1%,0.6%,88.9%,52,30.4%,37,21.6%,15,8.8%,24,14.0%,57,33.3%,27,15.8%,6,3.5%,5,2.9%,16:1,147.25,33.16,114.09,1,0.0%,12.5,8.7%,61.3%,30.0%,0.0%,0.0%,100.0%,0.0%,3.3:1,41.6%,1497,210,30,9927
20122013,341040,Lincoln County,Crab Orchard Elementary School,9181,286.64,302,170,56.3%,132,43.7%,284,94.0%,2,0.7%,10,3.3%,1,0.3%,0,0.0%,0,0.0%,5,1.7%,215,71.2%,12,4.0%,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,21.45,1.10,20.35,1,0.0%,10.8,23.5%,47.1%,29.4%,0.0%,0.0%,100.0%,0.0%,5:1,38.6%,275,45,8,4539
20122013,341021,Lincoln County,Fort Logan School,10750,68.1,85,50,58.8%,35,41.2%,81,95.3%,1,1.2%,1,1.2%,0,0.0%,0,0.0%,0,0.0%,2,2.4%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,9.10,3.10,6.00,0,0.0%,10.4,30.0%,40.0%,30.0%,0.0%,0.0%,100.0%,0.0%,1.5:1,45.5%,50,0,0,0
20122013,341050,Lincoln County,Highland Elementary School,9539,235.51,249,135,54.2%,114,45.8%,241,96.8%,0,0.0%,5,2.0%,0,0.0%,0,0.0%,0,0.0%,3,1.2%,161,64.7%,16,6.4%,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,17.90,1.70,16.20,0,0.0%,14.4,11.8%,70.6%,17.6%,0.0%,0.0%,100.0%,0.0%,3:1,57.7%,180,19,8,649
20122013,341070,Lincoln County,Hustonville Elementary School,8413,342.4,353,169,47.9%,184,52.1%,332,94.1%,4,1.1%,11,3.1%,1,0.3%,0,0.0%,0,0.0%,5,1.4%,219,62.0%,38,10.8%,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,25.95,1.10,24.85,3,0.0%,10.7,29.2%,45.8%,25.0%,0.0%,0.0%,100.0%,0.0%,1.8:1,34.9%,325,8,2,986
20122013,341095,Lincoln County,Lincoln County High School,6795,996.99,1054,575,54.6%,479,45.4%,974,92.4%,21,2.0%,19,1.8%,1,0.1%,1,0.1%,2,0.2%,36,3.4%,607,57.6%,84,8.0%,93.2%,6.9%,1.3%,80.0%,113,40.8%,111,40.1%,2,0.7%,11,4.0%,96,34.7%,9,3.2%,45,16.2%,3,1.1%,17:1,63.85,24.85,39.00,5,0.0%,10.8,14.7%,51.5%,32.4%,0.0%,1.5%,100.0%,0.0%,3.8:1,65.8%,519,0,6,1667
20122013,341065,Lincoln County,Lincoln County Middle School,7043,535.54,562,274,48.8%,288,51.2%,511,90.9%,8,1.4%,19,3.4%,0,0.0%,1,0.2%,0,0.0%,23,4.1%,344,61.2%,40,7.1%,94.5%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,33.35,6.35,27.00,2,0.0%,12.9,0.0%,69.4%,30.6%,0.0%,0.0%,100.0%,0.0%,2.9:1,12.6%,300,12,2,1100
20122013,341023,Lincoln County,Lloyd Mcguffey Sixth Grade Center,7479,304.03,318,157,49.4%,161,50.6%,292,91.8%,5,1.6%,8,2.5%,1,0.3%,0,0.0%,1,0.3%,11,3.5%,203,63.8%,19,6.0%,95.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,21.10,2.10,19.00,2,0.0%,9.4,10.0%,55.0%,35.0%,0.0%,0.0%,100.0%,0.0%,1.6:1,22.5%,219,14,2,24
20122013,341100,Lincoln County,McKinney Elementary School,9960,142.48,154,77,50.0%,77,50.0%,146,94.8%,3,1.9%,4,2.6%,0,0.0%,0,0.0%,0,0.0%,1,0.6%,106,68.8%,16,10.4%,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,11.60,1.10,10.50,1,0.0%,12.8,15.4%,46.2%,38.5%,0.0%,0.0%,100.0%,0.0%,1.2:1,41.2%,67,3,2,4605
