SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_UNKNOWN_CNT,TRANSITION_UNKNOWN_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20162017,56,JEFFERSON,275,Jefferson County,65,Jeffersontown High,275065,56275065,210299000659,14077,1037.07,1091,648,59.4%,443,40.6%,484,44.4%,422,38.7%,122,11.2%,25,2.3%,2,0.2%,5,0.5%,31,2.8%,628,57.6%,64,5.9%,90.9%,15.9%,2.1%,N/A,168,54.2%,152,49.0%,16,5.2%,12,3.9%,74,23.9%,7,2.3%,21,6.8%,28,9.0%,15:1,77.00,21.00,56.00,67.00,9.00,1.00,0.00,0.00,0.00,0.00,77.00,6,0.0%,12.8,11.8%,48.7%,38.2%,1.3%,0.0%,100.0%,1.2%,2.6:1,100%,125,69,4,1300,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,56275470,210299000769,11462,837.23,857,401,46.8%,456,53.2%,391,45.6%,377,44.0%,42,4.9%,23,2.7%,2,0.2%,1,0.1%,21,2.5%,440,51.3%,47,5.5%,95.5%,3.6%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,46.00,12.00,34.00,37.00,8.00,0.00,0.00,1.00,0.00,0.00,46.00,,0.0%,14,10.4%,54.2%,35.4%,0.0%,0.0%,100.0%,0.0%,2.9:1,100%,523,63,2,2100,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,106,Johnsontown Road Elementary,275106,56275106,210299000696,13920,402.58,425,238,56.0%,187,44.0%,221,52.0%,156,36.7%,27,6.4%,1,0.2%,0,0.0%,0,0.0%,20,4.7%,351,82.6%,16,3.8%,94.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,29.00,4.00,25.00,25.00,4.00,0.00,0.00,0.00,0.00,0.00,29.00,4,0.0%,8.8,17.4%,52.2%,30.4%,0.0%,0.0%,100.0%,0.0%,3.3:1,100%,321,254,2,3000,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,162,Kammerer Middle,275162,56275162,210299000724,12108,854.5,916,465,50.8%,451,49.2%,420,45.9%,387,42.2%,42,4.6%,31,3.4%,1,0.1%,2,0.2%,33,3.6%,470,51.3%,22,2.4%,94.0%,1.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,49.00,13.00,36.00,41.00,8.00,0.00,0.00,0.00,0.00,0.00,49.00,4,0.0%,13,5.7%,49.1%,37.7%,7.5%,0.0%,100.0%,0.0%,2.3:1,100%,910,46,2,419,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,56275720,210299000786,11692,547.16,571,277,48.5%,294,51.5%,85,14.9%,398,69.7%,56,9.8%,12,2.1%,0,0.0%,2,0.4%,18,3.2%,368,64.4%,39,6.8%,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,31.00,0.00,31.00,28.00,3.00,0.00,0.00,0.00,0.00,0.00,31.00,0,0.0%,7,37.9%,48.3%,13.8%,0.0%,0.0%,100.0%,0.0%,4.4:1,100%,375,75,2,748,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,59,Kenwood Elementary,275059,56275059,210299000653,13065,565.54,587,309,52.6%,278,47.4%,250,42.6%,153,26.1%,96,16.4%,46,7.8%,1,0.2%,1,0.2%,40,6.8%,488,83.1%,27,4.6%,95.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,37.00,2.00,35.00,33.00,4.00,0.00,0.00,0.00,0.00,0.00,37.00,8,0.0%,10.4,13.8%,51.7%,34.5%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,434,15,2,1200,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,79,Kerrick Elementary,275079,56275079,210299000672,14315,400.34,425,222,52.2%,203,47.8%,222,52.2%,146,34.4%,26,6.1%,5,1.2%,1,0.2%,0,0.0%,25,5.9%,317,74.6%,30,7.1%,94.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,28.00,5.00,23.00,21.00,6.00,0.00,1.00,0.00,0.00,0.00,28.00,4,0.0%,10.7,25.0%,45.8%,25.0%,4.2%,0.0%,100.0%,0.0%,1.8:1,100%,300,57,2,350,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,432,King Elementary,275432,56275432,210299000762,15025,414.15,438,236,53.9%,202,46.1%,29,6.6%,353,80.6%,32,7.3%,5,1.1%,0,0.0%,0,0.0%,19,4.3%,404,92.2%,9,2.1%,94.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,32.00,7.00,25.00,22.00,9.00,0.00,1.00,0.00,0.00,0.00,32.00,4,0.0%,11,17.9%,64.3%,17.9%,0.0%,0.0%,100.0%,0.0%,1.9:1,100%,382,2,2,50,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,134,Klondike Lane Elementary,275134,56275134,210299000712,13827,450.44,476,239,50.2%,237,49.8%,130,27.3%,145,30.5%,134,28.2%,28,5.9%,0,0.0%,0,0.0%,39,8.2%,351,73.7%,28,5.9%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,35.00,5.00,30.00,32.00,3.00,0.00,0.00,0.00,0.00,0.00,35.00,3,0.0%,8.7,16.0%,60.0%,24.0%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,360,10,2,1000,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,163,Knight Middle,275163,56275163,210299000725,14973,381.93,404,208,51.5%,196,48.5%,224,55.4%,105,26.0%,53,13.1%,6,1.5%,3,0.7%,1,0.2%,12,3.0%,298,73.8%,41,10.1%,92.8%,0.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,28.00,8.00,20.00,24.00,4.00,0.00,0.00,0.00,0.00,0.00,28.00,1,0.0%,4.5,33.3%,50.0%,13.3%,0.0%,3.3%,100.0%,0.0%,.8:1,100%,404,14,2,20,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,133,Lassiter Middle,275133,56275133,210299000711,12458,831.89,886,462,52.1%,424,47.9%,418,47.2%,242,27.3%,169,19.1%,36,4.1%,1,0.1%,2,0.2%,18,2.0%,730,82.4%,50,5.6%,92.9%,2.4%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,57.00,19.00,38.00,46.00,9.00,1.00,1.00,0.00,0.00,0.00,57.00,3,0.0%,9,10.7%,64.3%,23.2%,0.0%,1.8%,100.0%,1.8%,1.1:1,100%,455,350,2,1000,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,145,Laukhuf Elementary,275145,56275145,210299000716,13613,407.2,421,208,49.4%,213,50.6%,266,63.2%,77,18.3%,38,9.0%,8,1.9%,1,0.2%,0,0.0%,31,7.4%,228,54.2%,44,10.5%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,26.00,3.00,23.00,21.00,5.00,0.00,0.00,0.00,0.00,0.00,26.00,0,0.0%,11.4,28.0%,48.0%,24.0%,0.0%,0.0%,100.0%,0.0%,2:1,100%,251,12,2,951,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,126,Layne Elementary,275126,56275126,210299000706,14395,403.49,434,230,53.0%,204,47.0%,275,63.4%,79,18.2%,45,10.4%,5,1.2%,1,0.2%,0,0.0%,29,6.7%,345,79.5%,23,5.3%,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,29.00,2.00,27.00,24.00,4.00,0.00,1.00,0.00,0.00,0.00,29.00,0,0.0%,9.6,15.4%,57.7%,23.1%,3.8%,0.0%,100.0%,0.0%,1.6:1,100%,327,38,2,201,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,30,Liberty High,275030,56275030,210299001634,37512,199.86,226,116,51.3%,110,48.7%,61,27.0%,148,65.5%,8,3.5%,1,0.4%,0,0.0%,0,0.0%,8,3.5%,204,90.3%,8,3.5%,77.1%,N/A,N/A,N/A,16,23.2%,15,21.7%,1,1.5%,N/A,0.0%,4,5.8%,N/A,0.0%,47,68.1%,2,2.9%,5:1,45.00,19.00,26.00,36.00,7.00,1.00,0.00,1.00,0.00,0.00,45.00,0,0.0%,13.4,18.2%,59.1%,18.2%,2.3%,2.3%,100.0%,0.0%,.7:1,100%,226,,,5,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,56275520,210299000772,12586,541.34,562,197,35.1%,365,64.9%,260,46.3%,192,34.2%,69,12.3%,8,1.4%,0,0.0%,0,0.0%,33,5.9%,262,46.6%,43,7.7%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,34.00,6.00,28.00,31.00,2.00,1.00,0.00,0.00,0.00,0.00,34.00,2,0.0%,8.7,6.5%,67.7%,25.8%,0.0%,0.0%,100.0%,0.0%,1.7:1,100%,482,398,2,4480,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,138,Louisville Day Treatment,275138,56275138,210299000713,43439,16.85,35,35,100.0%,0,0.0%,7,20.0%,26,74.3%,1,2.9%,1,2.9%,0,0.0%,0,0.0%,0,0.0%,29,82.9%,0,0.0%,69.1%,N/A,N/A,N/A,1,50.0%,1,50.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,1,50.0%,N/A,0.0%,7:1,5.00,3.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1,0.0%,17.6,20.0%,20.0%,60.0%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,18,,,0,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,47,Louisville Male High,275047,56275047,210299001705,10772,1809.87,1862,852,45.8%,1010,54.2%,"1,111",59.7%,613,32.9%,67,3.6%,37,2.0%,0,0.0%,0,0.0%,34,1.8%,542,29.1%,142,7.6%,96.3%,1.0%,0.3%,N/A,380,88.6%,335,78.1%,45,10.5%,N/A,0.0%,28,6.5%,N/A,0.0%,6,1.4%,15,3.5%,20:1,93.00,47.00,46.00,88.00,2.00,0.00,3.00,0.00,0.00,0.00,93.00,8,0.0%,13.8,5.3%,52.6%,36.8%,2.1%,3.2%,100.0%,0.0%,3:1,100%,1050,250,4,9200,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,463,Louisville Metro Youth Center,275463,56275463,210299001082,3650,71.93,59,56,94.9%,3,5.1%,4,6.8%,51,86.4%,2,3.4%,0,0.0%,0,0.0%,0,0.0%,2,3.4%,,0.0%,,0.0%,100.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,5.00,3.00,2.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0,0.0%,19,0.0%,80.0%,20.0%,0.0%,0.0%,100.0%,0.0%,0:1,100%,59,,,0,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,146,Lowe Elementary,275146,56275146,210299000717,12327,577.65,595,298,50.1%,297,49.9%,293,49.2%,95,16.0%,41,6.9%,136,22.9%,2,0.3%,1,0.2%,27,4.5%,161,27.1%,24,4.0%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,33.00,5.00,28.00,29.00,4.00,0.00,0.00,0.00,0.00,0.00,33.00,3,0.0%,18.3,3.1%,56.3%,37.5%,3.1%,0.0%,100.0%,0.0%,4.9:1,100%,595,74,4,4725,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,107,Luhr Elementary,275107,56275107,210299000697,15194,444.96,471,254,53.9%,217,46.1%,188,39.9%,123,26.1%,98,20.8%,34,7.2%,1,0.2%,0,0.0%,27,5.7%,330,70.1%,22,4.7%,95.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,32.00,2.00,30.00,30.00,2.00,0.00,0.00,0.00,0.00,0.00,32.00,4,0.0%,16.5,7.1%,53.6%,39.3%,0.0%,0.0%,100.0%,0.0%,3.3:1,100%,230,40,2,120,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,155,Marion C. Moore School,275155,56275155,210299002026,12232,1857.66,1999,1052,52.6%,947,47.4%,821,41.1%,683,34.2%,399,20.0%,45,2.3%,3,0.2%,2,0.1%,46,2.3%,"1,394",69.7%,120,6.0%,91.8%,4.9%,1.1%,N/A,114,54.3%,103,49.1%,11,5.2%,2,1.0%,65,31.0%,4,1.9%,16,7.6%,9,4.3%,17:1,119.00,50.00,69.00,107.00,5.00,4.00,2.00,0.00,1.00,0.00,119.00,2,0.0%,7.2,26.4%,49.6%,21.6%,1.6%,0.8%,100.0%,1.6%,6.8:1,100%,646,96,7,60,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,193,Mary Jo and William MacDonald Maryhurst,275193,56275193,210299001492,26045,65.35,74,0,0.0%,74,100.0%,57,77.0%,14,18.9%,2,2.7%,0,0.0%,0,0.0%,0,0.0%,1,1.4%,,0.0%,,0.0%,98.5%,N/A,N/A,N/A,3,37.5%,3,37.5%,N/A,0.0%,N/A,0.0%,3,37.5%,1,12.5%,1,12.5%,N/A,0.0%,8:1,9.00,3.00,6.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,,0.0%,10.4,0.0%,62.5%,37.5%,0.0%,0.0%,100.0%,0.0%,1:1,100%,64,,,25,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,56275458,210299001860,36976,27.63,38,20,52.6%,18,47.4%,28,73.7%,8,21.1%,1,2.6%,1,2.6%,0,0.0%,0,0.0%,0,0.0%,,0.0%,,0.0%,82.3%,N/A,N/A,N/A,2,20.0%,2,20.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,N/A,0.0%,8,80.0%,N/A,0.0%,8:1,5.00,1.00,4.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,0,0.0%,12.6,16.7%,50.0%,16.7%,16.7%,0.0%,100.0%,0.0%,1.2:1,100%,38,,,0,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,56275480,210299000770,18947,338.09,352,188,53.4%,164,46.6%,35,9.9%,288,81.8%,10,2.8%,4,1.1%,3,0.9%,0,0.0%,12,3.4%,318,90.3%,7,2.0%,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,32.00,5.00,27.00,23.00,8.00,0.00,0.00,0.00,1.00,0.00,32.00,1,0.0%,5.1,25.0%,50.0%,25.0%,0.0%,0.0%,100.0%,0.0%,8.7:1,100%,213,42,2,980,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,56275440,210299000764,13070,704.62,741,374,50.5%,367,49.5%,76,10.3%,534,72.1%,89,12.0%,15,2.0%,0,0.0%,0,0.0%,27,3.6%,646,87.2%,27,3.6%,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,56.00,10.00,46.00,35.00,21.00,0.00,0.00,0.00,0.00,0.00,56.00,5,0.0%,9.3,33.3%,40.0%,22.2%,0.0%,4.4%,100.0%,0.0%,4.2:1,100%,474,143,2,325,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,22,Medora Elementary,275022,56275022,210299000633,12527,423.59,448,224,50.0%,224,50.0%,340,75.9%,60,13.4%,26,5.8%,0,0.0%,0,0.0%,2,0.4%,20,4.5%,253,56.5%,22,4.9%,95.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,24.00,8.00,16.00,23.00,1.00,0.00,0.00,0.00,0.00,0.00,24.00,0,0.0%,9.1,14.3%,61.9%,23.8%,0.0%,0.0%,100.0%,0.0%,3.1:1,100%,352,9,2,6125,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,340,Meyzeek Middle,275340,56275340,210299000754,10987,1076.39,1113,644,57.9%,469,42.1%,512,46.0%,328,29.5%,30,2.7%,191,17.2%,4,0.4%,4,0.4%,44,4.0%,501,45.0%,28,2.5%,95.4%,1.5%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,56.00,12.00,44.00,49.00,7.00,0.00,0.00,0.00,0.00,0.00,56.00,5,0.0%,13.2,11.5%,50.8%,36.1%,1.6%,0.0%,100.0%,0.0%,2.5:1,100%,450,35,6,581,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,24,Middletown Elementary,275024,56275024,210299000634,13334,552.87,580,308,53.1%,272,46.9%,356,61.4%,112,19.3%,48,8.3%,28,4.8%,0,0.0%,0,0.0%,36,6.2%,243,41.9%,39,6.7%,95.7%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,35.00,4.00,31.00,31.00,3.00,1.00,0.00,0.00,0.00,0.00,35.00,3,0.0%,14.2,6.1%,45.5%,48.5%,0.0%,0.0%,100.0%,0.0%,3.1:1,100%,484,46,2,23470,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,147,Mill Creek Elementary,275147,56275147,210299000718,12894,454.51,481,231,48.0%,250,52.0%,65,13.5%,368,76.5%,18,3.7%,2,0.4%,0,0.0%,0,0.0%,28,5.8%,406,84.4%,24,5.0%,95.3%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,29.00,3.00,26.00,24.00,5.00,0.00,0.00,0.00,0.00,0.00,29.00,1,0.0%,5.4,35.7%,57.1%,7.1%,0.0%,0.0%,100.0%,0.0%,3.1:1,100%,350,120,2,1200,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,202,Minor Daniels Academy,275202,56275202,210299002412,49881,139.24,279,181,64.9%,98,35.1%,46,16.5%,214,76.7%,4,1.4%,1,0.4%,0,0.0%,0,0.0%,14,5.0%,,0.0%,,0.0%,61.9%,N/A,N/A,N/A,2,33.3%,1,16.7%,1,16.7%,N/A,0.0%,N/A,0.0%,N/A,0.0%,3,50.0%,1,16.7%,8:1,33.00,15.00,18.00,14.00,18.00,0.00,1.00,0.00,0.00,0.00,33.00,0,0.0%,11.9,6.1%,39.4%,42.4%,12.1%,0.0%,100.0%,0.0%,.7:1,100%,150,,,100,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,99,Minors Lane Elementary,275099,56275099,210299000690,16981,410.92,446,231,51.8%,215,48.2%,98,22.0%,133,29.8%,182,40.8%,16,3.6%,0,0.0%,1,0.2%,16,3.6%,398,89.2%,19,4.3%,94.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,31.00,5.00,26.00,27.00,3.00,0.00,1.00,0.00,0.00,0.00,31.00,3,0.0%,7.8,21.4%,60.7%,17.9%,0.0%,0.0%,100.0%,0.0%,2.5:1,100%,284,3,2,54,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,41,Newburg Middle,275041,56275041,210299000642,11799,994.99,1030,573,55.6%,457,44.4%,264,25.6%,529,51.4%,138,13.4%,57,5.5%,1,0.1%,2,0.2%,39,3.8%,696,67.6%,70,6.8%,95.1%,2.7%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,59.00,17.00,42.00,45.00,14.00,0.00,0.00,0.00,0.00,0.00,59.00,2,0.0%,12.4,15.0%,56.7%,26.7%,0.0%,1.7%,100.0%,1.6%,4.1:1,100%,850,2,2,240,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,56275435,210299000763,11170,1292.88,1370,587,42.8%,783,57.2%,672,49.1%,514,37.5%,82,6.0%,65,4.7%,2,0.1%,2,0.1%,33,2.4%,653,47.7%,47,3.4%,94.2%,0.4%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,69.00,17.00,52.00,65.00,4.00,0.00,0.00,0.00,0.00,0.00,69.00,5,0.0%,12.9,10.0%,52.9%,31.4%,4.3%,1.4%,100.0%,0.0%,2.5:1,100%,1031,88,4,5453,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,56275371,,17588,300.57,338,187,55.3%,151,44.7%,198,58.6%,62,18.3%,22,6.5%,29,8.6%,0,0.0%,3,0.9%,24,7.1%,100,29.6%,9,2.7%,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,27.00,3.00,24.00,25.00,2.00,0.00,0.00,0.00,0.00,0.00,27.00,,0.0%,7.8,16.0%,52.0%,20.0%,12.0%,0.0%,100.0%,0.0%,1.5:1,100%,282,84,3,1080,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,96,Norton Elementary,275096,56275096,210299000687,11955,697.51,721,376,52.1%,345,47.9%,498,69.1%,79,11.0%,25,3.5%,75,10.4%,3,0.4%,1,0.1%,40,5.5%,159,22.1%,10,1.4%,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,41.00,4.00,37.00,38.00,3.00,0.00,0.00,0.00,0.00,0.00,41.00,1,0.0%,16.5,0.0%,48.6%,48.6%,2.7%,0.0%,100.0%,0.0%,2.9:1,100%,625,38,3,1080,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,27,Okolona Elementary,275027,56275027,210299000635,17411,261.58,267,124,46.4%,143,53.6%,106,39.7%,79,29.6%,66,24.7%,1,0.4%,1,0.4%,0,0.0%,14,5.2%,222,83.1%,12,4.5%,96.7%,1.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,26.00,4.00,22.00,22.00,4.00,0.00,0.00,0.00,0.00,0.00,26.00,3,0.0%,8.3,25.0%,60.0%,10.0%,0.0%,5.0%,100.0%,0.0%,4.1:1,100%,325,27,2,316,JEFF CO,909
20162017,56,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,56275784,210299001613,22034,183.88,263,140,53.2%,123,46.8%,165,62.7%,83,31.6%,8,3.0%,1,0.4%,0,0.0%,0,0.0%,6,2.3%,,0.0%,,0.0%,100.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,22.00,4.00,18.00,17.00,4.00,0.00,1.00,0.00,0.00,0.00,22.00,1,0.0%,15.6,9.5%,28.6%,61.9%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,165,,,0,JEFF CO,909
