SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20202021,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,OVEC,906,A1,1416,409,204,613,7991,1436,9430,11606
20202021,015,BULLITT,071,Bullitt County,018,Bullitt Lick Middle School,071018,015071018,210075001410,OVEC,906,A1,537,703,200,903,8941,1236,10177,12703
20202021,015,BULLITT,071,Bullitt County,020,Cedar Grove Elementary,071020,015071020,210075000146,OVEC,906,A1,400,465,272,737,9910,1316,11225,13686
20202021,015,BULLITT,071,Bullitt County,025,Hebron Middle School,071025,015071025,210075000147,OVEC,906,A1,522,343,219,562,8652,1222,9874,12037
20202021,015,BULLITT,071,Bullitt County,030,Lebanon Junction Elementary,071030,015071030,210075000148,OVEC,906,A1,363,563,223,786,10959,1313,12272,14811
20202021,015,BULLITT,071,Bullitt County,032,Spring Meadows,071032,015071032,210075002169,OVEC,906,A6,15,,,,,,,
20202021,015,BULLITT,071,Bullitt County,045,Maryville Elementary School,071045,015071045,210075000149,OVEC,906,A1,296,503,318,821,11061,1275,12337,14886
20202021,015,BULLITT,071,Bullitt County,050,MT. Washington Middle School,071050,015071050,210075000150,OVEC,906,A1,489,556,192,748,8651,1244,9895,12212
20202021,015,BULLITT,071,Bullitt County,055,MT. Washington Elementary,071055,015071055,210075000151,OVEC,906,A1,545,255,192,447,9005,1086,10090,12079
20202021,015,BULLITT,071,Bullitt County,060,Crossroads Elementary,071060,015071060,210075002286,OVEC,906,A1,425,989,257,1246,9752,1327,11079,13944
20202021,015,BULLITT,071,Bullitt County,065,Pleasant Grove Elementary School,071065,015071065,210075001305,OVEC,906,A1,559,414,192,606,8800,1159,9959,12104
20202021,015,BULLITT,071,Bullitt County,070,Nichols Elementary,071070,015071070,210075000153,OVEC,906,A1,114,387,322,710,14716,1480,16195,18939
20202021,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,OVEC,906,A1,1083,374,260,634,8944,1622,10567,12809
20202021,015,BULLITT,071,Bullitt County,078,Old Mill Elementary School,071078,015071078,210075001578,OVEC,906,A1,500,408,192,600,8794,1081,9875,12068
20202021,015,BULLITT,071,Bullitt County,080,Overdale Elementary School,071080,015071080,210075000155,OVEC,906,A1,347,509,194,703,9413,1353,10766,13155
20202021,015,BULLITT,071,Bullitt County,090,Roby Elementary School,071090,015071090,210075000156,OVEC,906,A1,413,566,273,839,9756,1250,11006,13449
20202021,015,BULLITT,071,Bullitt County,110,Riverview Opportunity Center,071110,015071110,210075000157,OVEC,906,A5,177,,,,,,,
20202021,015,BULLITT,071,Bullitt County,120,Bullitt Alternative Center,071120,015071120,210075000929,OVEC,906,A6,23,,,,,,,
20202021,084,MERCER,072,Burgin Independent,"",---District Total---,072,"","",CKEC,901,"",500,458,315,773,9337,1693,11030,21561
20202021,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,CKEC,901,A1,500,916,631,773,9998,3771,23528,19271
20202021,016,BUTLER,075,Butler County,"",---District Total---,075,"","",GRREC,902,"",2098,1007,742,1748,8519,1732,10251,12955
20202021,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,A1,658,895,724,1619,8778,2725,11503,13122
20202021,016,BUTLER,075,Butler County,031,North Butler Elementary,075031,016075031,210081001976,GRREC,902,A1,362,629,1032,1661,9645,2198,11843,13504
20202021,016,BUTLER,075,Butler County,032,Butler County Learning Center,075032,016075032,210081001977,GRREC,902,A5,1,,,,,,,
20202021,016,BUTLER,075,Butler County,035,Butler County Middle School,075035,016075035,210081001697,GRREC,902,A1,507,603,1078,1681,8982,2335,11317,12998
20202021,016,BUTLER,075,Butler County,110,Green River School,075110,016075110,210081000163,GRREC,902,A6,11,,,,,,,
20202021,016,BUTLER,075,Butler County,120,Morgantown Elementary School,075120,016075120,210081000164,GRREC,902,A1,559,632,1111,1743,9291,2157,11448,13191
20202021,017,CALDWELL,081,Caldwell County,"",---District Total---,081,"","",WKEC,908,"",1797,965,407,1372,8252,1540,9792,14999
20202021,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,A1,520,407,405,812,9077,1910,10987,15635
20202021,017,CALDWELL,081,Caldwell County,020,Caldwell County Middle School,081020,017081020,210084000167,WKEC,908,A1,455,850,382,1232,7748,1350,9097,14164
20202021,017,CALDWELL,081,Caldwell County,030,Caldwell County Primary School,081030,017081030,210084001660,WKEC,908,A1,405,1344,423,1767,8981,1333,10314,15916
20202021,017,CALDWELL,081,Caldwell County,070,Caldwell County Elementary School,081070,017081070,210084000170,WKEC,908,A1,417,1418,422,1839,7064,1487,8551,14225
20202021,018,CALLOWAY,085,Calloway County,"",---District Total---,085,"","",WKEC,908,"",2900,881,296,1177,8360,1789,10149,12100
20202021,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,A1,838,696,275,971,8179,1704,9883,10854
20202021,018,CALLOWAY,085,Calloway County,025,East Calloway Elementary School,085025,018085025,210087000172,WKEC,908,A1,303,582,276,858,9849,2005,11854,12712
20202021,018,CALLOWAY,085,Calloway County,035,North Calloway Elementary School,085035,018085035,210087000173,WKEC,908,A1,554,890,231,1121,7910,1739,9650,10771
20202021,018,CALLOWAY,085,Calloway County,045,Southwest Calloway Elementary School,085045,018085045,210087000174,WKEC,908,A1,444,796,319,1114,8477,1649,10126,11240
20202021,018,CALLOWAY,085,Calloway County,055,Calloway County Middle School,085055,018085055,210087001411,WKEC,908,A1,689,599,324,923,7609,1690,9299,10222
20202021,018,CALLOWAY,085,Calloway County,075,Calloway County Preschool Center,085075,018085075,210087000931,WKEC,908,A4,0,,,,,,,
20202021,018,CALLOWAY,085,Calloway County,095,Calloway County Day Treatment,085095,018085095,210087002366,WKEC,908,A6,7,,,,,,,
20202021,018,CALLOWAY,085,Calloway County,096,Calloway County Alternative Program,085096,018085096,210087002370,WKEC,908,A5,65,,,,,,,
20202021,019,CAMPBELL,091,Campbell County,"",---District Total---,091,"","",NKCES,905,"",4930,565,364,929,9766,1946,11712,17102
20202021,019,CAMPBELL,091,Campbell County,011,Campbell County Middle School,091011,019091011,210090001306,NKCES,905,A1,1196,395,193,588,8793,1853,10646,11258
20202021,019,CAMPBELL,091,Campbell County,012,John W. Reiley Elementary School,091012,019091012,210090001320,NKCES,905,A1,452,722,330,1052,10170,1797,11967,13157
20202021,019,CAMPBELL,091,Campbell County,013,Donald E. Cline Elementary School,091013,019091013,210090001335,NKCES,905,A1,351,871,320,1191,10518,2334,12852,14048
20202021,019,CAMPBELL,091,Campbell County,016,Alexandria Educational Center,091016,019091016,210090001398,NKCES,905,A6,38,,,,,,,
20202021,019,CAMPBELL,091,Campbell County,019,Campbell Ridge Elementary,091019,019091019,210090001978,NKCES,905,A1,569,834,287,1121,10369,1926,12295,13521
20202021,019,CAMPBELL,091,Campbell County,035,Crossroads Elementary School,091035,019091035,210090002198,NKCES,905,A1,559,868,416,1284,11123,1652,12775,14224
20202021,019,CAMPBELL,091,Campbell County,050,Grant's Lick Elementary School,091050,019091050,210090000180,NKCES,905,A1,296,423,193,616,11216,1987,13203,13832
20202021,019,CAMPBELL,091,Campbell County,100,Campbell County High School,091100,019091100,210090000941,NKCES,905,A1,1469,372,505,877,8974,2092,11066,11821
20202021,109,TAYLOR,092,Campbellsville Independent,"",---District Total---,092,"","",GRREC,902,"",1181,1366,703,2069,8893,2184,11077,14518
20202021,109,TAYLOR,092,Campbellsville Independent,010,Campbellsville Elementary School,092010,109092010,210093000182,GRREC,902,A1,534,1278,313,1324,6490,684,7174,8838
20202021,109,TAYLOR,092,Campbellsville Independent,011,Campbellsville Eagle Academy,092011,109092011,210093001653,GRREC,902,A5,13,,,,,,,
20202021,109,TAYLOR,092,Campbellsville Independent,020,Campbellsville High School,092020,109092020,210093000183,GRREC,902,A1,309,1351,232,1316,8689,2295,10984,12641
20202021,109,TAYLOR,092,Campbellsville Independent,025,Campbellsville Middle School,092025,109092025,210093000184,GRREC,902,A1,325,1358,248,1338,6252,868,7122,8800
20202021,020,CARLISLE,095,Carlisle County,"",---District Total---,095,"","",WKEC,908,"",681,1044,471,1515,9467,2356,11823,15496
20202021,020,CARLISLE,095,Carlisle County,020,Carlisle County Middle School,095020,020095020,210096000185,WKEC,908,A1,166,814,440,1255,8998,2389,10948,14689
20202021,020,CARLISLE,095,Carlisle County,040,Carlisle County High School,095040,020095040,210096000186,WKEC,908,A1,205,311,480,791,9332,2809,11702,14980
20202021,020,CARLISLE,095,Carlisle County,060,Carlisle County Elementary School,095060,020095060,210096000187,WKEC,908,A1,310,1652,480,2133,10000,2088,12088,16269
20202021,021,CARROLL,101,Carroll County,"",---District Total---,101,"","",OVEC,906,"",1893,1697,882,2580,10152,2371,12523,16538
20202021,021,CARROLL,101,Carroll County,005,Cartmell Elementary,101005,021101005,210099000188,OVEC,906,A1,436,648,749,1397,10467,1921,12388,13785
20202021,021,CARROLL,101,Carroll County,007,Carroll Co Childhood Development Center,101007,021101007,210099002293,OVEC,906,A4,0,,,,,,,
20202021,021,CARROLL,101,Carroll County,010,Kathryn Winn Primary,101010,021101010,210099000189,OVEC,906,A1,277,945,1161,2106,9964,2241,12205,14311
20202021,021,CARROLL,101,Carroll County,018,Carroll County High School,101018,021101018,210099000190,OVEC,906,A1,559,146,541,687,10625,2432,13057,13744
20202021,021,CARROLL,101,Carroll County,019,Carroll County Middle School,101019,021101019,210099000191,OVEC,906,A1,621,884,396,1280,9195,1875,11070,12350
20202021,022,CARTER,105,Carter County,"",---District Total---,105,"","",KEDC,903,"",4072,796,808,1605,8680,896,9576,12056
20202021,022,CARTER,105,Carter County,040,Carter Virtual Academy,105040,022105040,210102002294,KEDC,903,A5,2,,,,,,,
20202021,022,CARTER,105,Carter County,052,Heritage Elementary School,105052,022105052,210102001884,KEDC,903,A1,329,679,806,1487,7873,774,8647,10974
20202021,022,CARTER,105,Carter County,053,Tygart Creek Elementary School,105053,022105053,210102002340,KEDC,903,A1,327,987,829,1818,9070,804,9873,12592
20202021,022,CARTER,105,Carter County,060,Carter City Elementary School,105060,022105060,210102002356,KEDC,903,A1,117,566,958,1525,9666,1427,11092,13516
20202021,022,CARTER,105,Carter County,120,East Carter County High School,105120,022105120,210102000194,KEDC,903,A1,699,647,806,1455,7822,1081,8903,11159
20202021,022,CARTER,105,Carter County,130,East Carter Middle School,105130,022105130,210102001698,KEDC,903,A1,598,640,612,1254,6753,865,7618,9673
20202021,022,CARTER,105,Carter County,250,Olive Hill Elementary School,105250,022105250,210102000198,KEDC,903,A1,389,1025,731,1758,8794,828,9624,12245
20202021,022,CARTER,105,Carter County,340,Prichard Elementary School,105340,022105340,210102000199,KEDC,903,A1,553,805,624,1431,8591,597,9188,11487
20202021,022,CARTER,105,Carter County,450,Star Elementary School,105450,022105450,210102000200,KEDC,903,A1,114,590,831,1423,10305,612,10917,13182
20202021,022,CARTER,105,Carter County,500,West Carter County High School,105500,022105500,210102000202,KEDC,903,A1,520,753,993,1747,9285,1071,10355,12939
20202021,022,CARTER,105,Carter County,505,West Carter Middle School,105505,022105505,210102001661,KEDC,903,A1,424,829,781,1610,8116,654,8770,11216
20202021,022,CARTER,105,Carter County,905,Carter County Career and Technical Center,105905,022105905,210102001439,KEDC,903,A2,0,,,,,,,
20202021,023,CASEY,111,Casey County,"",---District Total---,111,"","",SESC,907,"",2207,1629,525,2154,8245,1909,10154,14115
20202021,023,CASEY,111,Casey County,015,Walnut Hill Elementary School,111015,023111015,210105002211,SESC,907,A1,375,2272,583,2855,8907,1880,10786,15707
20202021,023,CASEY,111,Casey County,026,Jones Park Elementary,111026,023111026,210105001981,SESC,907,A1,294,1692,529,2221,9762,2033,11795,16255
20202021,023,CASEY,111,Casey County,045,Casey County High School,111045,023111045,210105000204,SESC,907,A1,619,1345,523,1867,8594,2064,10658,14311
20202021,023,CASEY,111,Casey County,070,Casey County Middle School,111070,023111070,210105001579,SESC,907,A1,545,1333,498,1830,6824,1747,8571,11932
20202021,023,CASEY,111,Casey County,190,Liberty Elementary School,111190,023111190,210105000208,SESC,907,A1,374,1839,509,2347,7881,1820,9701,13695
20202021,005,BARREN,113,Caverna Independent,"",---District Total---,113,"","",GRREC,902,"",639,1420,1370,2790,10578,2343,12921,16177
20202021,005,BARREN,113,Caverna Independent,025,Caverna Elementary School,113025,005113025,210111000213,GRREC,902,A1,275,1802,1358,3160,9882,2088,11970,15410
20202021,005,BARREN,113,Caverna Independent,026,Caverna Middle School,113026,005113026,210111001914,GRREC,902,A1,177,1028,856,1884,8575,1591,10166,12361
20202021,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,A1,187,873,1604,2477,11912,3084,14997,17785
20202021,024,CHRISTIAN,115,Christian County,"",---District Total---,115,"","",WKEC,908,"",7968,911,816,1727,8427,1454,9880,12463
20202021,024,CHRISTIAN,115,Christian County,017,Martin Luther King Jr. Elementary School,115017,024115017,210115002024,WKEC,908,A1,560,1144,686,1830,8170,1527,9697,11527
20202021,024,CHRISTIAN,115,Christian County,023,Cumberland Hall School,115023,024115023,210115001912,WKEC,908,A6,16,,,,,,,
20202021,024,CHRISTIAN,115,Christian County,026,Freedom Elementary School,115026,024115026,210115002415,WKEC,908,A1,540,1010,861,1871,8185,1285,9471,11342
20202021,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,A1,949,628,449,1077,9456,1468,10923,12093
20202021,024,CHRISTIAN,115,Christian County,035,Christian County Middle School,115035,024115035,210115000221,WKEC,908,A1,695,632,3356,3988,7493,1445,8940,12928
20202021,024,CHRISTIAN,115,Christian County,040,Crofton Elementary School,115040,024115040,210115000222,WKEC,908,A1,364,743,552,1295,8656,1307,9965,11259
20202021,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,A1,755,704,532,1236,9891,1737,11628,12864
20202021,024,CHRISTIAN,115,Christian County,055,Indian Hills Elementary School,115055,024115055,210115000224,WKEC,908,A1,488,1639,429,2068,8034,1266,9300,11368
20202021,024,CHRISTIAN,115,Christian County,058,Hopkinsville Middle School,115058,024115058,210115000225,WKEC,908,A1,549,1022,485,1507,7530,1353,8883,10390
20202021,024,CHRISTIAN,115,Christian County,100,Bluegrass Learning Academy,115100,024115100,210115001402,WKEC,908,A5,2,,,,,,,
20202021,024,CHRISTIAN,115,Christian County,125,Millbrooke Elementary School,115125,024115125,210115000229,WKEC,908,A1,716,801,548,1349,7539,1312,8851,10200
20202021,024,CHRISTIAN,115,Christian County,130,Pembroke Elementary School,115130,024115130,210115000231,WKEC,908,A1,603,1144,428,1572,8236,1317,9553,11125
20202021,024,CHRISTIAN,115,Christian County,150,Sinking Fork Elementary School,115150,024115150,210115000232,WKEC,908,A1,420,1177,463,1640,8049,1322,9371,11011
20202021,024,CHRISTIAN,115,Christian County,170,South Christian Elementary School,115170,024115170,210115000233,WKEC,908,A1,599,923,468,1391,7965,1335,9300,10691
20202021,024,CHRISTIAN,115,Christian County,180,Christian County Day Treatment,115180,024115180,210115000234,WKEC,908,A6,10,,,,,,,
20202021,024,CHRISTIAN,115,Christian County,975,Gateway Academy to Innovation & Tech.,115975,024115975,210115001938,WKEC,908,A2,702,,,,,,,
20202021,025,CLARK,121,Clark County,"",---District Total---,121,"","",CKEC,901,"",4996,790,664,1454,9696,1618,11314,16068
20202021,025,CLARK,121,Clark County,002,Willis H. Justice Elementary School,121002,025121002,210120002405,CKEC,901,A1,393,758,594,1352,12076,2141,12865,16488
20202021,025,CLARK,121,Clark County,004,Strode Station Elementary School,121004,025121004,210120002395,CKEC,901,A1,491,614,583,1197,10934,2033,11770,15175
20202021,025,CLARK,121,Clark County,006,Shearer Elementary School,121006,025121006,210120002397,CKEC,901,A1,384,836,592,1425,11480,2056,12108,15749
20202021,025,CLARK,121,Clark County,008,William G. Conkwright Elementary,121008,025121008,210120002391,CKEC,901,A1,450,1066,624,1687,10659,2009,10977,14877
20202021,025,CLARK,121,Clark County,013,Phoenix Academy,121013,025121013,210120001624,CKEC,901,A6,56,,,,,,,
20202021,025,CLARK,121,Clark County,017,Clark County Preschool,121017,025121017,210120002120,CKEC,901,A4,0,,,,,,,
20202021,025,CLARK,121,Clark County,023,Robert D. Campbell Jr. High,121023,025121023,210120002402,CKEC,901,A1,835,637,698,1335,9498,2158,10322,13883
20202021,025,CLARK,121,Clark County,026,Rev. Henry E. Baker Sr. Interm. School,121026,025121026,210120002389,CKEC,901,A1,789,586,630,1216,9277,1907,9967,13487
20202021,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,A1,1598,810,584,1394,8417,2215,9238,15574
20202021,026,CLAY,125,Clay County,"",---District Total---,125,"","",SESC,907,"",3025,1724,266,1990,8703,1113,9816,14629
20202021,026,CLAY,125,Clay County,040,Big Creek Elementary,125040,026125040,210123000247,SESC,907,A1,136,3125,271,3396,12840,1506,14346,18716
20202021,026,CLAY,125,Clay County,041,Horse Creek Learning Center,125041,026125041,210123001846,SESC,907,A5,18,,,,,,,
20202021,026,CLAY,125,Clay County,070,Burning Springs Elementary,125070,026125070,210123000248,SESC,907,A1,291,1620,272,1893,8383,1066,9449,12009
20202021,026,CLAY,125,Clay County,095,Clay County Middle School,125095,026125095,210123001699,SESC,907,A1,485,1964,259,2223,8981,1028,10009,12736
20202021,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,A1,819,845,241,1086,7581,1159,8740,10697
20202021,026,CLAY,125,Clay County,200,Goose Rock Elementary,125200,026125200,210123000251,SESC,907,A1,218,2265,215,2480,9828,1185,11013,13325
20202021,026,CLAY,125,Clay County,220,Hacker Elementary School,125220,026125220,210123000252,SESC,907,A1,276,1984,258,2242,8355,1169,9524,12026
20202021,026,CLAY,125,Clay County,500,Manchester Elementary School,125500,026125500,210123000255,SESC,907,A1,404,1813,218,2032,8695,805,9499,11683
20202021,026,CLAY,125,Clay County,570,Oneida Elementary School,125570,026125570,210123000256,SESC,907,A1,95,2973,299,3272,10810,1322,12132,15615
20202021,026,CLAY,125,Clay County,580,Paces Creek Elementary,125580,026125580,210123001413,SESC,907,A1,283,2041,244,2285,7683,1285,8967,12190
20202021,027,CLINTON,131,Clinton County,"",---District Total---,131,"","",GRREC,902,"",1562,1889,1167,3056,9089,2056,11144,15625
20202021,027,CLINTON,131,Clinton County,015,Albany Elementary School,131015,027131015,210126000257,GRREC,902,A1,465,1794,1284,3078,8562,1608,10169,14663
20202021,027,CLINTON,131,Clinton County,016,Foothills Academy,131016,027131016,210126002162,GRREC,902,A6,50,,,,,,,
