SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,MEMBERSHIP_TOTAL,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_OTHER_CNT,MEMBERSHIP_OTHER_PCT,MEMBERSHIP_FREE_LUNCH_CNT,MEMBERSHIP_REDUCED_LUNCH_CNT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FULLTIME_TCH_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS
20112012,275186,Jefferson County,ESL Newcomer Academy,299,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,275007,Jefferson County,Eastern High,2014,6599,"1,971.78","1,070",53.1%,944,46.9%,"1,416",70.3%,458,22.7%,71,3.5%,54,2.7%,0,0.0%,0,0.0%,15,0.7%,401,99,94.0%,6.1%,1.8%,67.0%,329,89.4%,277,75.3%,52,14.1%,5,1.4%,18,4.9%,9,2.4%,3,0.8%,4,1.1%,19:1,108.60,5,0.0%,11.6,11.1%,48.7%,35.9%,1.7%,2.6%,100.0%,0.0%,2.6:1,93.3%,"1,650",200,20,"6,550"
20112012,275131,Jefferson County,Eisenhower Elementary School,549,8517,524.93,257,46.8%,292,53.2%,391,71.2%,128,23.3%,14,2.6%,0,0.0%,0,0.0%,0,0.0%,16,2.9%,337,51,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,29.50,0,0.0%,10.8,16.7%,66.7%,16.7%,0.0%,0.0%,100.0%,0.0%,2.4:1,83.5%,480,36,15,500
20112012,275240,Jefferson County,Engelhard Elementary,392,11293,376.51,189,48.2%,203,51.8%,73,18.6%,214,54.6%,65,16.6%,18,4.6%,0,0.0%,0,0.0%,22,5.6%,323,18,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,28.61,2,0.0%,8.8,22.6%,45.2%,32.3%,0.0%,0.0%,100.0%,0.0%,2.4:1,63.7%,360,124,2,"1,200"
20112012,275010,Jefferson County,Fairdale Elementary School,563,8999,535.05,281,49.9%,282,50.1%,320,56.8%,111,19.7%,106,18.8%,11,2.0%,1,0.2%,1,0.2%,13,2.3%,400,38,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,31.81,2,0.0%,12.1,5.7%,45.7%,48.6%,0.0%,0.0%,100.0%,0.0%,4.7:1,97.4%,318,30,2,320
20112012,275057,Jefferson County,Fairdale High School MCA,964,10339,893.04,543,56.3%,421,43.7%,646,67.0%,197,20.4%,97,10.1%,20,2.1%,0,0.0%,0,0.0%,4,0.4%,587,105,90.3%,4.5%,2.3%,76.5%,68,32.5%,61,29.2%,7,3.3%,42,20.1%,93,44.5%,1,0.5%,1,0.5%,4,1.9%,13:1,72.37,8,0.0%,7.7,14.3%,50.6%,35.1%,0.0%,0.0%,100.0%,0.0%,1.7:1,49.1%,802,0,0,"3,000"
20112012,275212,Jefferson County,Farmer Elementary,684,7986,665.12,348,50.9%,336,49.1%,469,68.6%,112,16.4%,56,8.2%,19,2.8%,3,0.4%,1,0.1%,24,3.5%,197,24,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,36.50,8,0.0%,12.3,2.6%,36.8%,57.9%,2.6%,0.0%,100.0%,0.0%,3.2:1,79.6%,673,42,2,"1,565"
20112012,275049,Jefferson County,Farnsley Middle,1109,7149,"1,067.1",645,58.2%,464,41.8%,650,58.6%,374,33.7%,38,3.4%,12,1.1%,4,0.4%,0,0.0%,31,2.8%,592,115,94.5%,0.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,59.40,0,0.0%,9.4,20.0%,44.6%,35.4%,0.0%,0.0%,100.0%,4.6%,2.1:1,73.6%,"1,371",345,2,900
20112012,275011,Jefferson County,Fern Creek Elementary,792,7929,758.12,398,50.3%,394,49.7%,448,56.6%,259,32.7%,38,4.8%,16,2.0%,0,0.0%,1,0.1%,30,3.8%,324,67,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,40.30,0,0.0%,12.2,12.5%,50.0%,37.5%,0.0%,0.0%,100.0%,0.0%,4.2:1,100%,900,37,2,"9,500"
20112012,275012,Jefferson County,Fern Creek Traditional High,1340,8251,"1,269.91",714,53.3%,626,46.7%,709,52.9%,527,39.3%,66,4.9%,25,1.9%,1,0.1%,0,0.0%,12,0.9%,644,131,92.8%,5.0%,2.9%,67.4%,230,77.2%,205,68.8%,25,8.4%,18,6.0%,28,9.4%,10,3.4%,4,1.3%,8,2.7%,16:1,81.38,2,0.0%,7.7,24.4%,45.6%,27.8%,1.1%,1.1%,100.0%,0.0%,2.8:1,97.6%,600,0,2,"1,250"
20112012,275250,Jefferson County,Field Elementary,416,9641,403.42,205,49.3%,211,50.7%,273,65.6%,105,25.2%,13,3.1%,14,3.4%,0,0.0%,0,0.0%,11,2.6%,169,37,95.8%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,24.35,2,0.0%,14.3,14.3%,57.1%,25.0%,3.6%,0.0%,100.0%,0.0%,3.6:1,99.1%,382,286,2,"1,590"
20112012,275270,Jefferson County,Foster Traditional Academy,587,8818,573.46,279,47.5%,308,52.5%,123,21.0%,432,73.6%,14,2.4%,9,1.5%,0,0.0%,0,0.0%,9,1.5%,455,46,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,35.50,0,0.0%,10.4,21.6%,48.6%,29.7%,0.0%,0.0%,100.0%,2.6%,3.3:1,83.7%,390,2,2,"2,900"
20112012,275290,Jefferson County,Frayser Elementary,331,14827,323.04,169,51.1%,162,48.9%,111,33.5%,135,40.8%,74,22.4%,3,0.9%,1,0.3%,0,0.0%,7,2.1%,329,6,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,30.00,1,0.0%,10.6,18.8%,50.0%,31.3%,0.0%,0.0%,100.0%,0.0%,1.9:1,92.9%,174,15,1,235
20112012,275620,Jefferson County,Frederick Law Olmsted Academy North,755,10979,714.18,755,100.0%,0,0.0%,283,37.5%,327,43.3%,71,9.4%,55,7.3%,3,0.4%,0,0.0%,16,2.1%,605,62,92.7%,1.4%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,67.00,1,0.0%,5.3,21.4%,60.0%,17.1%,0.0%,1.4%,100.0%,1.4%,2.1:1,80.2%,451,75,3,254
20112012,275730,Jefferson County,Frederick Law Olmsted Academy South,820,9792,773.01,0,0.0%,820,100.0%,295,36.0%,370,45.1%,90,11.0%,47,5.7%,1,0.1%,2,0.2%,15,1.8%,684,36,93.9%,0.4%,0.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,62.50,0,0.0%,7.1,11.9%,67.2%,20.9%,0.0%,0.0%,100.0%,0.0%,1.5:1,78.9%,530,2,2,250
20112012,275085,Jefferson County,Frost Middle,442,10843,403.53,245,55.4%,197,44.6%,220,49.8%,200,45.2%,12,2.7%,2,0.5%,0,0.0%,0,0.0%,8,1.8%,333,28,90.6%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,35.00,0,0.0%,4.7,43.2%,40.5%,13.5%,2.7%,0.0%,100.0%,0.0%,1.8:1,88.9%,442,0,1,"1,050"
20112012,275058,Jefferson County,Gilmore Lane Elementary,289,13678,267.51,160,55.4%,129,44.6%,138,47.8%,132,45.7%,13,4.5%,0,0.0%,1,0.3%,0,0.0%,5,1.7%,329,7,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,20.65,0,0.0%,11.6,35.0%,40.0%,25.0%,0.0%,0.0%,100.0%,0.0%,2.2:1,72.6%,275,53,2,984
20112012,275061,Jefferson County,Goldsmith Elementary,622,9559,591.32,306,49.2%,316,50.8%,206,33.1%,268,43.1%,107,17.2%,20,3.2%,1,0.2%,1,0.2%,19,3.1%,517,40,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,36.90,0,0.0%,11.6,12.5%,50.0%,37.5%,0.0%,0.0%,100.0%,0.0%,2.5:1,91.1%,168,30,2,300
20112012,275013,Jefferson County,Greathouse Shryock Traditional,601,7127,590.3,300,49.9%,301,50.1%,394,65.6%,116,19.3%,13,2.2%,75,12.5%,0,0.0%,0,0.0%,3,0.5%,87,17,97.2%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21:1,28.45,1,0.0%,15.9,11.4%,45.7%,42.9%,0.0%,0.0%,100.0%,0.0%,3.9:1,80.4%,601,150,5,"3,500"
20112012,275014,Jefferson County,Greenwood Elementary School,543,8603,518.2,280,51.6%,263,48.4%,333,61.3%,181,33.3%,10,1.8%,4,0.7%,2,0.4%,0,0.0%,13,2.4%,390,33,95.2%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,31.00,0,0.0%,10.6,15.6%,65.6%,18.8%,0.0%,0.0%,100.0%,0.0%,4.1:1,95.2%,333,250,2,"3,500"
20112012,275115,Jefferson County,Gutermuth Elementary,427,10121,405.33,205,48.0%,222,52.0%,159,37.2%,247,57.8%,14,3.3%,2,0.5%,1,0.2%,0,0.0%,4,0.9%,355,25,95.1%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,25.20,0,0.0%,10.4,10.0%,66.7%,23.3%,0.0%,0.0%,100.0%,0.0%,3:1,79.6%,275,102,5,"1,150"
20112012,275121,Jefferson County,Hartstern Elementary,420,10330,404.75,212,50.5%,208,49.5%,200,47.6%,116,27.6%,90,21.4%,6,1.4%,0,0.0%,1,0.2%,7,1.7%,286,29,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,25.00,0,0.0%,14,0.0%,48.3%,51.7%,0.0%,0.0%,100.0%,0.0%,3.1:1,86%,385,34,2,575
20112012,275048,Jefferson County,Hawthorne Elementary,410,11015,399.32,200,48.8%,210,51.2%,202,49.3%,137,33.4%,55,13.4%,7,1.7%,0,0.0%,0,0.0%,9,2.2%,240,16,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,27.60,0,0.0%,11.3,9.1%,57.6%,33.3%,0.0%,0.0%,100.0%,0.0%,3.4:1,77.8%,400,50,2,"1,500"
20112012,275300,Jefferson County,Hazelwood Elementary School,289,16590,273.37,149,51.6%,140,48.4%,131,45.3%,102,35.3%,28,9.7%,11,3.8%,0,0.0%,1,0.3%,16,5.5%,397,24,94.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,29.57,0,0.0%,6.4,42.4%,42.4%,15.2%,0.0%,0.0%,100.0%,0.0%,1.6:1,91.1%,150,45,2,"1,200"
20112012,275465,Jefferson County,Heuser Hearing And Language Academy,8,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,275320,Jefferson County,Highland  Middle School,1183,6815,"1,130.31",552,46.7%,631,53.3%,719,60.8%,374,31.6%,51,4.3%,15,1.3%,1,0.1%,1,0.1%,22,1.9%,542,79,94.9%,1.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,59.90,1,0.0%,13.2,10.3%,52.9%,35.3%,1.5%,0.0%,100.0%,0.0%,3.3:1,78.8%,732,26,4,"2,627"
20112012,275095,Jefferson County,Hite Elementary School,491,9022,478.28,265,54.0%,226,46.0%,346,70.5%,109,22.2%,15,3.1%,16,3.3%,1,0.2%,1,0.2%,3,0.6%,151,21,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,26.50,2,0.0%,16,6.7%,63.3%,30.0%,0.0%,0.0%,100.0%,0.0%,3.9:1,91.1%,405,64,20,"10,466"
20112012,275768,Jefferson County,Home Of The Innocents Elem,11,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,275769,Jefferson County,Home Of The Innocents High,44,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,275076,Jefferson County,Indian Trail Elementary,452,10686,433.18,248,54.9%,204,45.1%,139,30.8%,246,54.4%,31,6.9%,11,2.4%,0,0.0%,0,0.0%,25,5.5%,377,25,94.9%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,29.00,0,0.0%,11.8,3.6%,78.6%,17.9%,0.0%,0.0%,100.0%,0.0%,2.2:1,56.2%,466,154,2,"1,324"
20112012,275335,Jefferson County,Iroquois High,1033,10789,983.5,566,54.8%,467,45.2%,333,32.2%,545,52.8%,59,5.7%,87,8.4%,3,0.3%,0,0.0%,6,0.6%,863,54,88.7%,16.8%,5.1%,40.1%,121,66.9%,109,60.2%,12,6.6%,7,3.9%,31,17.1%,11,6.1%,8,4.4%,3,1.7%,12:1,83.90,2,0.0%,8.1,20.9%,45.3%,31.4%,0.0%,2.3%,100.0%,3.4%,1.7:1,49.9%,"1,307",0,2,64
20112012,275325,Jefferson County,Jacob Elementary,629,10075,597.46,331,52.6%,298,47.4%,254,40.4%,314,49.9%,23,3.7%,5,0.8%,1,0.2%,0,0.0%,32,5.1%,586,27,94.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,39.20,1,0.0%,10.4,21.3%,48.9%,25.5%,0.0%,4.3%,100.0%,0.0%,3.9:1,69%,520,50,2,"2,200"
20112012,275174,Jefferson County,Jcps Eschool,1181,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,275951,Jefferson County,Jefferson County High School,373,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,275396,Jefferson County,Jefferson County Traditional Middle,884,6949,866.14,412,46.6%,472,53.4%,540,61.1%,307,34.7%,19,2.1%,9,1.0%,0,0.0%,0,0.0%,9,1.0%,229,83,97.0%,1.7%,0.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21:1,41.75,2,0.0%,16.7,2.2%,54.3%,41.3%,2.2%,0.0%,100.0%,0.0%,3.7:1,91.5%,584,15,2,"3,500"
20112012,275166,Jefferson County,Jeffersontown Elementary,759,8410,728.93,388,51.1%,371,48.9%,442,58.2%,182,24.0%,98,12.9%,24,3.2%,0,0.0%,0,0.0%,13,1.7%,372,54,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,38.00,0,0.0%,12.7,15.2%,56.5%,28.3%,0.0%,0.0%,100.0%,2.2%,4.4:1,91%,452,78,4,"6,628"
20112012,275065,Jefferson County,Jeffersontown High School,1245,8952,"1,188.74",712,57.2%,533,42.8%,609,48.9%,501,40.2%,80,6.4%,45,3.6%,3,0.2%,4,0.3%,3,0.2%,635,103,91.3%,12.9%,3.8%,69.1%,149,65.6%,143,63.0%,6,2.6%,2,0.9%,61,26.9%,11,4.8%,2,0.9%,2,0.9%,15:1,81.96,1,0.0%,11.8,12.0%,48.9%,37.0%,1.1%,1.1%,100.0%,0.0%,2.3:1,82.5%,"1,175",150,4,"1,895"
20112012,275470,Jefferson County,Johnson Traditional Middle,913,6965,896.76,417,45.7%,496,54.3%,499,54.7%,353,38.7%,21,2.3%,17,1.9%,1,0.1%,1,0.1%,21,2.3%,389,104,96.2%,1.2%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,45.25,0,0.0%,12.8,8.7%,43.5%,47.8%,0.0%,0.0%,100.0%,0.0%,3.5:1,61.7%,720,120,2,230
20112012,275106,Jefferson County,Johnsontown Road Elementary,408,9210,393.06,218,53.4%,190,46.6%,286,70.1%,96,23.5%,9,2.2%,6,1.5%,1,0.2%,4,1.0%,6,1.5%,284,46,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,25.00,4,0.0%,7,28.6%,42.9%,28.6%,0.0%,0.0%,100.0%,0.0%,3:1,83.1%,325,350,2,"6,700"
20112012,275162,Jefferson County,Kammerer Middle,1044,7139,984.77,529,50.7%,515,49.3%,544,52.1%,427,40.9%,37,3.5%,15,1.4%,2,0.2%,2,0.2%,17,1.6%,402,45,95.3%,0.8%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,51.80,1,0.0%,12.3,3.4%,60.3%,34.5%,0.0%,1.7%,100.0%,0.0%,3.8:1,68.9%,732,103,2,"4,379"
20112012,275720,Jefferson County,Kennedy Elementary Montessori,559,8952,536.58,254,45.4%,305,54.6%,156,27.9%,298,53.3%,66,11.8%,12,2.1%,0,0.0%,4,0.7%,23,4.1%,308,47,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,30.35,0,0.0%,11.6,25.0%,56.3%,18.8%,0.0%,0.0%,100.0%,0.0%,3.5:1,99.3%,527,68,2,"2,350"
20112012,275017,Jefferson County,Kennedy Metro Middle School,183,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20112012,275059,Jefferson County,Kenwood Elementary,574,9482,546.17,287,50.0%,287,50.0%,284,49.5%,156,27.2%,74,12.9%,37,6.4%,1,0.2%,3,0.5%,19,3.3%,429,53,95.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,35.25,1,0.0%,9.1,21.1%,57.9%,21.1%,0.0%,0.0%,100.0%,0.0%,3.3:1,63.3%,426,213,2,"2,013"
20112012,275079,Jefferson County,Kerrick Elementary School,455,9482,436.5,224,49.2%,231,50.8%,237,52.1%,190,41.8%,10,2.2%,3,0.7%,1,0.2%,0,0.0%,14,3.1%,315,37,95.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,28.00,2,0.0%,11.8,17.2%,55.2%,27.6%,0.0%,0.0%,100.0%,0.0%,3.7:1,83.2%,570,200,2,360
20112012,275432,Jefferson County,King Elementary,437,10267,413.23,214,49.0%,223,51.0%,32,7.3%,335,76.7%,45,10.3%,16,3.7%,0,0.0%,1,0.2%,8,1.8%,391,18,95.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,28.40,0,0.0%,8.8,25.9%,66.7%,7.4%,0.0%,0.0%,100.0%,0.0%,3:1,79.6%,421,100,2,60
20112012,275134,Jefferson County,Klondike Elementary,677,8246,650.29,345,51.0%,332,49.0%,242,35.7%,260,38.4%,130,19.2%,17,2.5%,0,0.0%,0,0.0%,28,4.1%,463,55,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,40.15,0,0.0%,7.2,15.8%,63.2%,21.1%,0.0%,0.0%,100.0%,0.0%,3.7:1,61.4%,456,101,2,"1,860"
20112012,275163,Jefferson County,Knight Middle School,433,10116,412.37,245,56.6%,188,43.4%,269,62.1%,115,26.6%,35,8.1%,3,0.7%,3,0.7%,1,0.2%,7,1.6%,312,32,92.5%,1.4%,0.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,30.50,0,0.0%,5.2,25.7%,51.4%,20.0%,2.9%,0.0%,100.0%,0.0%,1.6:1,78.6%,136,0,2,600
20112012,275133,Jefferson County,Lassiter Middle School,740,9058,707.3,424,57.3%,316,42.7%,390,52.7%,237,32.0%,79,10.7%,22,3.0%,3,0.4%,1,0.1%,8,1.1%,546,69,92.1%,0.9%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,48.40,1,0.0%,9.5,21.7%,47.8%,28.3%,0.0%,2.2%,100.0%,0.0%,2.4:1,78.2%,622,25,2,"1,221"
20112012,275145,Jefferson County,Laukhuf Elementary,423,8848,404,242,57.2%,181,42.8%,301,71.2%,85,20.1%,22,5.2%,4,0.9%,1,0.2%,1,0.2%,9,2.1%,183,46,95.9%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,25.00,0,0.0%,9.3,19.2%,53.8%,26.9%,0.0%,0.0%,100.0%,0.0%,2.6:1,76.6%,283,10,2,"7,879"
20112012,275126,Jefferson County,Layne Elementary,431,10964,404.52,221,51.3%,210,48.7%,221,51.3%,137,31.8%,39,9.0%,16,3.7%,0,0.0%,0,0.0%,18,4.2%,352,32,94.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,28.60,0,0.0%,9.2,28.1%,40.6%,31.3%,0.0%,0.0%,100.0%,0.0%,2.5:1,79.3%,264,18,2,176
