Fiscal Year,District,Rank,Years,,I,II,III
2012 - 2013,511 Rockcastle County,I,4,,47578,0,0
2012 - 2013,511 Rockcastle County,I,5,,47578,0,0
2012 - 2013,511 Rockcastle County,I,6,,47578,0,0
2012 - 2013,511 Rockcastle County,I,7,,47578,0,0
2012 - 2013,511 Rockcastle County,I,8,,47578,0,0
2012 - 2013,511 Rockcastle County,I,9,,47578,0,0
2012 - 2013,511 Rockcastle County,I,10,,52952,0,0
2012 - 2013,511 Rockcastle County,I,11,,52952,0,0
2012 - 2013,511 Rockcastle County,I,12,,52952,0,0
2012 - 2013,511 Rockcastle County,I,13,,52952,0,0
2012 - 2013,511 Rockcastle County,I,14,,52952,0,0
2012 - 2013,511 Rockcastle County,I,15,,54541,0,0
2012 - 2013,511 Rockcastle County,I,16,,54541,0,0
2012 - 2013,511 Rockcastle County,I,17,,54541,0,0
2012 - 2013,511 Rockcastle County,I,18,,54541,0,0
2012 - 2013,511 Rockcastle County,I,19,,54541,0,0
2012 - 2013,511 Rockcastle County,I,20,,55321,0,0
2012 - 2013,511 Rockcastle County,I,21,,55321,0,0
2012 - 2013,511 Rockcastle County,I,22,,55321,0,0
2012 - 2013,511 Rockcastle County,I,23,,55321,0,0
2012 - 2013,511 Rockcastle County,I,24,,55321,0,0
2012 - 2013,511 Rockcastle County,I,25,,55321,0,0
2012 - 2013,511 Rockcastle County,I,26,,55321,0,0
2012 - 2013,511 Rockcastle County,I,27,,55321,0,0
2012 - 2013,511 Rockcastle County,I,28,,55321,0,0
2012 - 2013,511 Rockcastle County,I,29,,55321,0,0
2012 - 2013,511 Rockcastle County,I,30,,55321,0,0
2012 - 2013,511 Rockcastle County,I,31,,55321,0,0
2012 - 2013,511 Rockcastle County,I,32,,55321,0,0
2012 - 2013,511 Rockcastle County,I,33,,55321,0,0
2012 - 2013,511 Rockcastle County,I,34,,55321,0,0
2012 - 2013,511 Rockcastle County,I,35,,55321,0,0
2012 - 2013,511 Rockcastle County,I,36,,55321,0,0
2012 - 2013,511 Rockcastle County,I,37,,55321,0,0
2012 - 2013,511 Rockcastle County,I,38,,55321,0,0
2012 - 2013,511 Rockcastle County,I,39,,55321,0,0
2012 - 2013,511 Rockcastle County,I,40,,55321,0,0
2012 - 2013,511 Rockcastle County,II,0,,39489,0,0
2012 - 2013,511 Rockcastle County,II,1,,39489,0,0
2012 - 2013,511 Rockcastle County,II,2,,39489,0,0
2012 - 2013,511 Rockcastle County,II,3,,39489,0,0
2012 - 2013,511 Rockcastle County,II,4,,43532,0,0
2012 - 2013,511 Rockcastle County,II,5,,43532,0,0
2012 - 2013,511 Rockcastle County,II,6,,43532,0,0
2012 - 2013,511 Rockcastle County,II,7,,43532,0,0
2012 - 2013,511 Rockcastle County,II,8,,43532,0,0
2012 - 2013,511 Rockcastle County,II,9,,43532,0,0
2012 - 2013,511 Rockcastle County,II,10,,48758,0,0
2012 - 2013,511 Rockcastle County,II,11,,48758,0,0
2012 - 2013,511 Rockcastle County,II,12,,48758,0,0
2012 - 2013,511 Rockcastle County,II,13,,48758,0,0
2012 - 2013,511 Rockcastle County,II,14,,48758,0,0
2012 - 2013,511 Rockcastle County,II,15,,50363,0,0
2012 - 2013,511 Rockcastle County,II,16,,50363,0,0
2012 - 2013,511 Rockcastle County,II,17,,50363,0,0
2012 - 2013,511 Rockcastle County,II,18,,50363,0,0
2012 - 2013,511 Rockcastle County,II,19,,50363,0,0
2012 - 2013,511 Rockcastle County,II,20,,51146,0,0
2012 - 2013,511 Rockcastle County,II,21,,51146,0,0
2012 - 2013,511 Rockcastle County,II,22,,51146,0,0
2012 - 2013,511 Rockcastle County,II,23,,51146,0,0
2012 - 2013,511 Rockcastle County,II,24,,51146,0,0
2012 - 2013,511 Rockcastle County,II,25,,51146,0,0
2012 - 2013,511 Rockcastle County,II,26,,51146,0,0
2012 - 2013,511 Rockcastle County,II,27,,51146,0,0
2012 - 2013,511 Rockcastle County,II,28,,51146,0,0
2012 - 2013,511 Rockcastle County,II,29,,51146,0,0
2012 - 2013,511 Rockcastle County,II,30,,51146,0,0
2012 - 2013,511 Rockcastle County,II,31,,51146,0,0
2012 - 2013,511 Rockcastle County,II,32,,51146,0,0
2012 - 2013,511 Rockcastle County,II,33,,51146,0,0
2012 - 2013,511 Rockcastle County,II,34,,51146,0,0
2012 - 2013,511 Rockcastle County,II,35,,51146,0,0
2012 - 2013,511 Rockcastle County,II,36,,51146,0,0
2012 - 2013,511 Rockcastle County,II,37,,51146,0,0
2012 - 2013,511 Rockcastle County,II,38,,51146,0,0
2012 - 2013,511 Rockcastle County,II,39,,51146,0,0
2012 - 2013,511 Rockcastle County,II,40,,51146,0,0
2012 - 2013,511 Rockcastle County,III,0,,35405,0,0
2012 - 2013,511 Rockcastle County,III,1,,35405,0,0
2012 - 2013,511 Rockcastle County,III,2,,35405,0,0
2012 - 2013,511 Rockcastle County,III,3,,35405,0,0
2012 - 2013,511 Rockcastle County,III,4,,39489,0,0
2012 - 2013,511 Rockcastle County,III,5,,39489,0,0
2012 - 2013,511 Rockcastle County,III,6,,39489,0,0
2012 - 2013,511 Rockcastle County,III,7,,39489,0,0
2012 - 2013,511 Rockcastle County,III,8,,39489,0,0
2012 - 2013,511 Rockcastle County,III,9,,39489,0,0
2012 - 2013,511 Rockcastle County,III,10,,44670,0,0
2012 - 2013,511 Rockcastle County,III,11,,44670,0,0
2012 - 2013,511 Rockcastle County,III,12,,44670,0,0
2012 - 2013,511 Rockcastle County,III,13,,44670,0,0
2012 - 2013,511 Rockcastle County,III,14,,44670,0,0
2012 - 2013,511 Rockcastle County,III,15,,46229,0,0
2012 - 2013,511 Rockcastle County,III,16,,46229,0,0
2012 - 2013,511 Rockcastle County,III,17,,46229,0,0
2012 - 2013,511 Rockcastle County,III,18,,46229,0,0
2012 - 2013,511 Rockcastle County,III,19,,46229,0,0
2012 - 2013,511 Rockcastle County,III,20,,46973,0,0
2012 - 2013,511 Rockcastle County,III,21,,46973,0,0
2012 - 2013,511 Rockcastle County,III,22,,46973,0,0
2012 - 2013,511 Rockcastle County,III,23,,46973,0,0
2012 - 2013,511 Rockcastle County,III,24,,46973,0,0
2012 - 2013,511 Rockcastle County,III,25,,46973,0,0
2012 - 2013,511 Rockcastle County,III,26,,46973,0,0
2012 - 2013,511 Rockcastle County,III,27,,46973,0,0
2012 - 2013,511 Rockcastle County,III,28,,46973,0,0
2012 - 2013,511 Rockcastle County,III,29,,46973,0,0
2012 - 2013,511 Rockcastle County,III,30,,46973,0,0
2012 - 2013,511 Rockcastle County,III,31,,46973,0,0
2012 - 2013,511 Rockcastle County,III,32,,46973,0,0
2012 - 2013,511 Rockcastle County,III,33,,46973,0,0
2012 - 2013,511 Rockcastle County,III,34,,46973,0,0
2012 - 2013,511 Rockcastle County,III,35,,46973,0,0
2012 - 2013,511 Rockcastle County,III,36,,46973,0,0
2012 - 2013,511 Rockcastle County,III,37,,46973,0,0
2012 - 2013,511 Rockcastle County,III,38,,46973,0,0
2012 - 2013,511 Rockcastle County,III,39,,46973,0,0
2012 - 2013,511 Rockcastle County,III,40,,46973,0,0
2012 - 2013,511 Rockcastle County,IV,0,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,1,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,2,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,3,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,4,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,5,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,6,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,7,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,8,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,9,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,10,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,11,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,12,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,13,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,14,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,15,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,16,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,17,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,18,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,19,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,20,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,21,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,22,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,23,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,24,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,25,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,26,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,27,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,28,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,29,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,30,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,31,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,32,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,33,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,34,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,35,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,36,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,37,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,38,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,39,,29971,0,0
2012 - 2013,511 Rockcastle County,IV,40,,29971,0,0
2012 - 2013,511 Rockcastle County,V,0,,27750,0,0
2012 - 2013,511 Rockcastle County,V,1,,27750,0,0
2012 - 2013,511 Rockcastle County,V,2,,27750,0,0
2012 - 2013,511 Rockcastle County,V,3,,27750,0,0
2012 - 2013,511 Rockcastle County,V,4,,27750,0,0
2012 - 2013,511 Rockcastle County,V,5,,27750,0,0
2012 - 2013,511 Rockcastle County,V,6,,27750,0,0
2012 - 2013,511 Rockcastle County,V,7,,27750,0,0
2012 - 2013,511 Rockcastle County,V,8,,27750,0,0
2012 - 2013,511 Rockcastle County,V,9,,27750,0,0
2012 - 2013,511 Rockcastle County,V,10,,27750,0,0
2012 - 2013,511 Rockcastle County,V,11,,27750,0,0
2012 - 2013,511 Rockcastle County,V,12,,27750,0,0
2012 - 2013,511 Rockcastle County,V,13,,27750,0,0
2012 - 2013,511 Rockcastle County,V,14,,27750,0,0
2012 - 2013,511 Rockcastle County,V,15,,27750,0,0
2012 - 2013,511 Rockcastle County,V,16,,27750,0,0
2012 - 2013,511 Rockcastle County,V,17,,27750,0,0
2012 - 2013,511 Rockcastle County,V,18,,27750,0,0
2012 - 2013,511 Rockcastle County,V,19,,27750,0,0
2012 - 2013,511 Rockcastle County,V,20,,27750,0,0
2012 - 2013,511 Rockcastle County,V,21,,27750,0,0
2012 - 2013,511 Rockcastle County,V,22,,27750,0,0
2012 - 2013,511 Rockcastle County,V,23,,27750,0,0
2012 - 2013,511 Rockcastle County,V,24,,27750,0,0
2012 - 2013,511 Rockcastle County,V,25,,27750,0,0
2012 - 2013,511 Rockcastle County,V,26,,27750,0,0
2012 - 2013,511 Rockcastle County,V,27,,27750,0,0
2012 - 2013,511 Rockcastle County,V,28,,27750,0,0
2012 - 2013,511 Rockcastle County,V,29,,27750,0,0
2012 - 2013,511 Rockcastle County,V,30,,27750,0,0
2012 - 2013,511 Rockcastle County,V,31,,27750,0,0
2012 - 2013,511 Rockcastle County,V,32,,27750,0,0
2012 - 2013,511 Rockcastle County,V,33,,27750,0,0
2012 - 2013,511 Rockcastle County,V,34,,27750,0,0
2012 - 2013,511 Rockcastle County,V,35,,27750,0,0
2012 - 2013,511 Rockcastle County,V,36,,27750,0,0
2012 - 2013,511 Rockcastle County,V,37,,27750,0,0
2012 - 2013,511 Rockcastle County,V,38,,27750,0,0
2012 - 2013,511 Rockcastle County,V,39,,27750,0,0
2012 - 2013,511 Rockcastle County,V,40,,27750,0,0
2012 - 2013,515 Rowan County,I,0,,40834,0,0
2012 - 2013,515 Rowan County,I,1,,41292,0,0
2012 - 2013,515 Rowan County,I,2,,41749,0,0
2012 - 2013,515 Rowan County,I,3,,42212,0,0
2012 - 2013,515 Rowan County,I,4,,43630,0,0
2012 - 2013,515 Rowan County,I,5,,45094,0,0
2012 - 2013,515 Rowan County,I,6,,45505,0,0
2012 - 2013,515 Rowan County,I,7,,46001,0,0
2012 - 2013,515 Rowan County,I,8,,46465,0,0
2012 - 2013,515 Rowan County,I,9,,46916,0,0
2012 - 2013,515 Rowan County,I,10,,49547,0,0
2012 - 2013,515 Rowan County,I,11,,51064,0,0
2012 - 2013,515 Rowan County,I,12,,51590,0,0
2012 - 2013,515 Rowan County,I,13,,51902,0,0
2012 - 2013,515 Rowan County,I,14,,52218,0,0
2012 - 2013,515 Rowan County,I,15,,52839,0,0
2012 - 2013,515 Rowan County,I,16,,53355,0,0
2012 - 2013,515 Rowan County,I,17,,53670,0,0
2012 - 2013,515 Rowan County,I,18,,53982,0,0
2012 - 2013,515 Rowan County,I,19,,54293,0,0
2012 - 2013,515 Rowan County,I,20,,54912,0,0
2012 - 2013,515 Rowan County,I,21,,55429,0,0
2012 - 2013,515 Rowan County,I,22,,55727,0,0
2012 - 2013,515 Rowan County,I,23,,56020,0,0
2012 - 2013,515 Rowan County,I,24,,56314,0,0
2012 - 2013,515 Rowan County,I,25,,56916,0,0
2012 - 2013,515 Rowan County,I,26,,57418,0,0
2012 - 2013,515 Rowan County,I,27,,57714,0,0
2012 - 2013,515 Rowan County,I,28,,57714,0,0
2012 - 2013,515 Rowan County,I,29,,57714,0,0
2012 - 2013,515 Rowan County,I,30,,57714,0,0
2012 - 2013,515 Rowan County,I,31,,57714,0,0
2012 - 2013,515 Rowan County,I,32,,57714,0,0
2012 - 2013,515 Rowan County,I,33,,57714,0,0
2012 - 2013,515 Rowan County,I,34,,57714,0,0
2012 - 2013,515 Rowan County,I,35,,57714,0,0
2012 - 2013,515 Rowan County,I,36,,57714,0,0
2012 - 2013,515 Rowan County,I,37,,57714,0,0
2012 - 2013,515 Rowan County,I,38,,57714,0,0
2012 - 2013,515 Rowan County,I,39,,57714,0,0
2012 - 2013,515 Rowan County,I,40,,57714,0,0
2012 - 2013,515 Rowan County,II,0,,37495,0,0
2012 - 2013,515 Rowan County,II,1,,37949,0,0
2012 - 2013,515 Rowan County,II,2,,38401,0,0
2012 - 2013,515 Rowan County,II,3,,38865,0,0
2012 - 2013,515 Rowan County,II,4,,39908,0,0
2012 - 2013,515 Rowan County,II,5,,41292,0,0
2012 - 2013,515 Rowan County,II,6,,41756,0,0
2012 - 2013,515 Rowan County,II,7,,42212,0,0
2012 - 2013,515 Rowan County,II,8,,42662,0,0
2012 - 2013,515 Rowan County,II,9,,43111,0,0
2012 - 2013,515 Rowan County,II,10,,45835,0,0
2012 - 2013,515 Rowan County,II,11,,47224,0,0
2012 - 2013,515 Rowan County,II,12,,47749,0,0
2012 - 2013,515 Rowan County,II,13,,48065,0,0
2012 - 2013,515 Rowan County,II,14,,48356,0,0
2012 - 2013,515 Rowan County,II,15,,48960,0,0
2012 - 2013,515 Rowan County,II,16,,49481,0,0
2012 - 2013,515 Rowan County,II,17,,49778,0,0
2012 - 2013,515 Rowan County,II,18,,50088,0,0
2012 - 2013,515 Rowan County,II,19,,50393,0,0
2012 - 2013,515 Rowan County,II,20,,51035,0,0
2012 - 2013,515 Rowan County,II,21,,51526,0,0
2012 - 2013,515 Rowan County,II,22,,51817,0,0
2012 - 2013,515 Rowan County,II,23,,52113,0,0
2012 - 2013,515 Rowan County,II,24,,52412,0,0
2012 - 2013,515 Rowan County,II,25,,53018,0,0
2012 - 2013,515 Rowan County,II,26,,53517,0,0
2012 - 2013,515 Rowan County,II,27,,53814,0,0
2012 - 2013,515 Rowan County,II,28,,53814,0,0
2012 - 2013,515 Rowan County,II,29,,53814,0,0
2012 - 2013,515 Rowan County,II,30,,53814,0,0
2012 - 2013,515 Rowan County,II,31,,53814,0,0
2012 - 2013,515 Rowan County,II,32,,53814,0,0
2012 - 2013,515 Rowan County,II,33,,53814,0,0
2012 - 2013,515 Rowan County,II,34,,53814,0,0
2012 - 2013,515 Rowan County,II,35,,53814,0,0
2012 - 2013,515 Rowan County,II,36,,53814,0,0
2012 - 2013,515 Rowan County,II,37,,53814,0,0
2012 - 2013,515 Rowan County,II,38,,53814,0,0
2012 - 2013,515 Rowan County,II,39,,53814,0,0
2012 - 2013,515 Rowan County,II,40,,53814,0,0
2012 - 2013,515 Rowan County,III,0,,33992,0,0
2012 - 2013,515 Rowan County,III,1,,34449,0,0
2012 - 2013,515 Rowan County,III,2,,34913,0,0
2012 - 2013,515 Rowan County,III,3,,35365,0,0
2012 - 2013,515 Rowan County,III,4,,36504,0,0
2012 - 2013,515 Rowan County,III,5,,37797,0,0
2012 - 2013,515 Rowan County,III,6,,38252,0,0
2012 - 2013,515 Rowan County,III,7,,38710,0,0
2012 - 2013,515 Rowan County,III,8,,38865,0,0
2012 - 2013,515 Rowan County,III,9,,39315,0,0
2012 - 2013,515 Rowan County,III,10,,42130,0,0
2012 - 2013,515 Rowan County,III,11,,43422,0,0
2012 - 2013,515 Rowan County,III,12,,43725,0,0
2012 - 2013,515 Rowan County,III,13,,44032,0,0
2012 - 2013,515 Rowan County,III,14,,44335,0,0
2012 - 2013,515 Rowan County,III,15,,44637,0,0
2012 - 2013,515 Rowan County,III,16,,44947,0,0
2012 - 2013,515 Rowan County,III,17,,45241,0,0
2012 - 2013,515 Rowan County,III,18,,45552,0,0
2012 - 2013,515 Rowan County,III,19,,45854,0,0
2012 - 2013,515 Rowan County,III,20,,46156,0,0
2012 - 2013,515 Rowan County,III,21,,46444,0,0
2012 - 2013,515 Rowan County,III,22,,46732,0,0
2012 - 2013,515 Rowan County,III,23,,47014,0,0
2012 - 2013,515 Rowan County,III,24,,47303,0,0
2012 - 2013,515 Rowan County,III,25,,47591,0,0
2012 - 2013,515 Rowan County,III,26,,47878,0,0
2012 - 2013,515 Rowan County,III,27,,48167,0,0
2012 - 2013,515 Rowan County,III,28,,48167,0,0
2012 - 2013,515 Rowan County,III,29,,48167,0,0
2012 - 2013,515 Rowan County,III,30,,48167,0,0
2012 - 2013,515 Rowan County,III,31,,48167,0,0
2012 - 2013,515 Rowan County,III,32,,48167,0,0
2012 - 2013,515 Rowan County,III,33,,48167,0,0
2012 - 2013,515 Rowan County,III,34,,48167,0,0
2012 - 2013,515 Rowan County,III,35,,48167,0,0
2012 - 2013,515 Rowan County,III,36,,48167,0,0
2012 - 2013,515 Rowan County,III,37,,48167,0,0
2012 - 2013,515 Rowan County,III,38,,48167,0,0
2012 - 2013,515 Rowan County,III,39,,48167,0,0
2012 - 2013,515 Rowan County,III,40,,48167,0,0
2012 - 2013,515 Rowan County,IV,0,,29726,0,0
2012 - 2013,515 Rowan County,IV,1,,29726,0,0
2012 - 2013,515 Rowan County,IV,2,,29726,0,0
2012 - 2013,515 Rowan County,IV,3,,29726,0,0
2012 - 2013,515 Rowan County,IV,4,,29726,0,0
2012 - 2013,515 Rowan County,IV,5,,29726,0,0
2012 - 2013,515 Rowan County,IV,6,,29726,0,0
2012 - 2013,515 Rowan County,IV,7,,29726,0,0
2012 - 2013,515 Rowan County,IV,8,,29726,0,0
2012 - 2013,515 Rowan County,IV,9,,29726,0,0
2012 - 2013,515 Rowan County,IV,10,,29726,0,0
2012 - 2013,515 Rowan County,IV,11,,29726,0,0
2012 - 2013,515 Rowan County,IV,12,,29726,0,0
2012 - 2013,515 Rowan County,IV,13,,29726,0,0
2012 - 2013,515 Rowan County,IV,14,,29726,0,0
2012 - 2013,515 Rowan County,IV,15,,29726,0,0
2012 - 2013,515 Rowan County,IV,16,,29726,0,0
2012 - 2013,515 Rowan County,IV,17,,29726,0,0
2012 - 2013,515 Rowan County,IV,18,,29726,0,0
2012 - 2013,515 Rowan County,IV,19,,29726,0,0
2012 - 2013,515 Rowan County,IV,20,,29726,0,0
2012 - 2013,515 Rowan County,IV,21,,29726,0,0
2012 - 2013,515 Rowan County,IV,22,,29726,0,0
2012 - 2013,515 Rowan County,IV,23,,29726,0,0
2012 - 2013,515 Rowan County,IV,24,,29726,0,0
2012 - 2013,515 Rowan County,IV,25,,29726,0,0
2012 - 2013,515 Rowan County,IV,26,,29726,0,0
2012 - 2013,515 Rowan County,IV,27,,29726,0,0
2012 - 2013,515 Rowan County,IV,28,,29726,0,0
2012 - 2013,515 Rowan County,IV,29,,29726,0,0
2012 - 2013,515 Rowan County,IV,30,,29726,0,0
2012 - 2013,515 Rowan County,IV,31,,29726,0,0
2012 - 2013,515 Rowan County,IV,32,,29726,0,0
2012 - 2013,515 Rowan County,IV,33,,29726,0,0
2012 - 2013,515 Rowan County,IV,34,,29726,0,0
2012 - 2013,515 Rowan County,IV,35,,29726,0,0
2012 - 2013,515 Rowan County,IV,36,,29726,0,0
2012 - 2013,515 Rowan County,IV,37,,29726,0,0
2012 - 2013,515 Rowan County,IV,38,,29726,0,0
2012 - 2013,515 Rowan County,IV,39,,29726,0,0
2012 - 2013,515 Rowan County,IV,40,,29726,0,0
2012 - 2013,515 Rowan County,V,0,,28376,0,0
2012 - 2013,515 Rowan County,V,1,,28376,0,0
2012 - 2013,515 Rowan County,V,2,,28376,0,0
2012 - 2013,515 Rowan County,V,3,,28376,0,0
2012 - 2013,515 Rowan County,V,4,,28376,0,0
2012 - 2013,515 Rowan County,V,5,,28376,0,0
2012 - 2013,515 Rowan County,V,6,,28376,0,0
2012 - 2013,515 Rowan County,V,7,,28376,0,0
2012 - 2013,515 Rowan County,V,8,,28376,0,0
2012 - 2013,515 Rowan County,V,9,,28376,0,0
2012 - 2013,515 Rowan County,V,10,,28376,0,0
2012 - 2013,515 Rowan County,V,11,,28376,0,0
2012 - 2013,515 Rowan County,V,12,,28376,0,0
2012 - 2013,515 Rowan County,V,13,,28376,0,0
2012 - 2013,515 Rowan County,V,14,,28376,0,0
2012 - 2013,515 Rowan County,V,15,,28376,0,0
2012 - 2013,515 Rowan County,V,16,,28376,0,0
2012 - 2013,515 Rowan County,V,17,,28376,0,0
2012 - 2013,515 Rowan County,V,18,,28376,0,0
2012 - 2013,515 Rowan County,V,19,,28376,0,0
2012 - 2013,515 Rowan County,V,20,,28376,0,0
2012 - 2013,515 Rowan County,V,21,,28376,0,0
2012 - 2013,515 Rowan County,V,22,,28376,0,0
2012 - 2013,515 Rowan County,V,23,,28376,0,0
2012 - 2013,515 Rowan County,V,24,,28376,0,0
2012 - 2013,515 Rowan County,V,25,,28376,0,0
2012 - 2013,515 Rowan County,V,26,,28376,0,0
2012 - 2013,515 Rowan County,V,27,,28376,0,0
2012 - 2013,515 Rowan County,V,28,,28376,0,0
2012 - 2013,515 Rowan County,V,29,,28376,0,0
2012 - 2013,515 Rowan County,V,30,,28376,0,0
2012 - 2013,515 Rowan County,V,31,,28376,0,0
2012 - 2013,515 Rowan County,V,32,,28376,0,0
2012 - 2013,515 Rowan County,V,33,,28376,0,0
2012 - 2013,515 Rowan County,V,34,,28376,0,0
2012 - 2013,515 Rowan County,V,35,,28376,0,0
2012 - 2013,515 Rowan County,V,36,,28376,0,0
2012 - 2013,515 Rowan County,V,37,,28376,0,0
2012 - 2013,515 Rowan County,V,38,,28376,0,0
2012 - 2013,515 Rowan County,V,39,,28376,0,0
2012 - 2013,515 Rowan County,V,40,,28376,0,0
2012 - 2013,521 Russell County,I,0,,41736,0,0
2012 - 2013,521 Russell County,I,1,,41736,0,0
2012 - 2013,521 Russell County,I,2,,41736,0,0
2012 - 2013,521 Russell County,I,3,,41736,0,0
2012 - 2013,521 Russell County,I,4,,45621,0,0
2012 - 2013,521 Russell County,I,5,,45621,0,0
2012 - 2013,521 Russell County,I,6,,45621,0,0
2012 - 2013,521 Russell County,I,7,,45621,0,0
2012 - 2013,521 Russell County,I,8,,45621,0,0
2012 - 2013,521 Russell County,I,9,,45621,0,0
2012 - 2013,521 Russell County,I,10,,50783,0,0
2012 - 2013,521 Russell County,I,11,,50783,0,0
2012 - 2013,521 Russell County,I,12,,50783,0,0
2012 - 2013,521 Russell County,I,13,,50783,0,0
2012 - 2013,521 Russell County,I,14,,50783,0,0
2012 - 2013,521 Russell County,I,15,,52299,0,0
2012 - 2013,521 Russell County,I,16,,52299,0,0
2012 - 2013,521 Russell County,I,17,,52299,0,0
2012 - 2013,521 Russell County,I,18,,52299,0,0
2012 - 2013,521 Russell County,I,19,,52299,0,0
2012 - 2013,521 Russell County,I,20,,53043,0,0
2012 - 2013,521 Russell County,I,21,,53043,0,0
2012 - 2013,521 Russell County,I,22,,53043,0,0
2012 - 2013,521 Russell County,I,23,,53043,0,0
2012 - 2013,521 Russell County,I,24,,53795,0,0
2012 - 2013,521 Russell County,I,25,,53795,0,0
2012 - 2013,521 Russell County,I,26,,53795,0,0
2012 - 2013,521 Russell County,I,27,,53795,0,0
2012 - 2013,521 Russell County,I,28,,53795,0,0
2012 - 2013,521 Russell County,I,29,,53795,0,0
2012 - 2013,521 Russell County,I,30,,53795,0,0
2012 - 2013,521 Russell County,I,31,,53795,0,0
2012 - 2013,521 Russell County,I,32,,53795,0,0
2012 - 2013,521 Russell County,I,33,,53795,0,0
2012 - 2013,521 Russell County,I,34,,53795,0,0
2012 - 2013,521 Russell County,I,35,,53795,0,0
2012 - 2013,521 Russell County,I,36,,53795,0,0
2012 - 2013,521 Russell County,I,37,,53795,0,0
2012 - 2013,521 Russell County,I,38,,53795,0,0
2012 - 2013,521 Russell County,I,39,,53795,0,0
2012 - 2013,521 Russell County,I,40,,53795,0,0
2012 - 2013,521 Russell County,II,0,,37880,0,0
2012 - 2013,521 Russell County,II,1,,37880,0,0
2012 - 2013,521 Russell County,II,2,,37880,0,0
2012 - 2013,521 Russell County,II,3,,37880,0,0
2012 - 2013,521 Russell County,II,4,,41736,0,0
2012 - 2013,521 Russell County,II,5,,41736,0,0
2012 - 2013,521 Russell County,II,6,,41736,0,0
2012 - 2013,521 Russell County,II,7,,41736,0,0
2012 - 2013,521 Russell County,II,8,,41736,0,0
2012 - 2013,521 Russell County,II,9,,41736,0,0
2012 - 2013,521 Russell County,II,10,,46772,0,0
2012 - 2013,521 Russell County,II,11,,46772,0,0
2012 - 2013,521 Russell County,II,12,,46772,0,0
2012 - 2013,521 Russell County,II,13,,46772,0,0
2012 - 2013,521 Russell County,II,14,,46772,0,0
2012 - 2013,521 Russell County,II,15,,48303,0,0
2012 - 2013,521 Russell County,II,16,,48303,0,0
2012 - 2013,521 Russell County,II,17,,48303,0,0
2012 - 2013,521 Russell County,II,18,,48303,0,0
2012 - 2013,521 Russell County,II,19,,48303,0,0
2012 - 2013,521 Russell County,II,20,,49053,0,0
2012 - 2013,521 Russell County,II,21,,49053,0,0
2012 - 2013,521 Russell County,II,22,,49053,0,0
2012 - 2013,521 Russell County,II,23,,49053,0,0
2012 - 2013,521 Russell County,II,24,,49744,0,0
2012 - 2013,521 Russell County,II,25,,49744,0,0
2012 - 2013,521 Russell County,II,26,,49744,0,0
2012 - 2013,521 Russell County,II,27,,49744,0,0
2012 - 2013,521 Russell County,II,28,,49744,0,0
2012 - 2013,521 Russell County,II,29,,49744,0,0
2012 - 2013,521 Russell County,II,30,,49744,0,0
2012 - 2013,521 Russell County,II,31,,49744,0,0
2012 - 2013,521 Russell County,II,32,,49744,0,0
2012 - 2013,521 Russell County,II,33,,49744,0,0
2012 - 2013,521 Russell County,II,34,,49744,0,0
2012 - 2013,521 Russell County,II,35,,49744,0,0
2012 - 2013,521 Russell County,II,36,,49744,0,0
